#	gene	chrom	exon_type	strand	exon_len	exon_start	exon_end	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	intergenic_5p_len	intergenic_3p_len	5p_end	5p_elements	3p_end	3p_elements	rec_region_start	rec_region_end	avg_rec_rate	numbp50	numbp75	length_5p	length_3p	divergence
145	PCDHA1	chr5	protein_coding	+	2718	141009627	141012344	140982564	141009626	141012345	141046204	27063	33860	NA	none	NA	none	141006939	141014693	0.689264143	6686	26243	27063	33860	0.000735835
146	PCDHB4	chr5	protein_coding	+	3874	141121750	141125623	141103828	141121749	141125624	141135205	17922	9582	NA	none	NA	none	141117630	141126627	2.497281544	1501	10451	17922	9582	0.000774393
147	ADRB2	chr5	protein_coding	+	2042	148826593	148828634	148654528	148826592	148828635	148982149	172065	153515	NA	none	NA	none	148826270	148828742	2.1288302	1325	9718	172065	153515	0.000489716
148	KIF4B	chr5	protein_coding	+	4378	155013755	155018132	154969412	155013754	155018133	155111143	44343	93011	NA	none	NA	none	155013988	155018116	0.614722467	8606	31525	44343	93011	0.001370489
149	GABRB2	chr5	protein_coding	-	6000	161288429	161294428	161294429	161326367	160938627	161288428	31939	349802	NA	none	NA	none	161287717	161295057	1.268953218	4570	20330	31939	349802	0.001166667
150	STK10	chr5	protein_coding	-	2953	172042070	172045022	172045023	172052928	172006874	172042069	7906	35196	NA	none	NA	none	172042186	172044527	5.896182006	250	3972	7906	35196	0.001693193
151	NSD1	chr5	protein_coding	+	2560	177209636	177212195	177204293	177209635	177212196	177235820	5343	23625	NA	none	NA	none	177207066	177214240	9.793660003	60	1900	5343	23625	0
152	ADAMTS2	chr5	protein_coding	-	3474	179110851	179114324	179114325	179121660	179083978	179110850	7336	26873	NA	none	NA	none	179110889	179114209	3.089862343	993	8303	7336	26873	0.001727116
153	MGAT1	chr5	protein_coding	-	2557	180790541	180793097	180793098	180802679	180740059	180790540	9582	50482	NA	none	NA	none	180788074	180798833	8.052467	100	2467	9582	50482	0.000782167
154	FOXQ1	chr6	protein_coding	+	2319	1312440	1314758	1101333	1312439	1314759	1389833	211107	75075	NA	none	NA	none	1308317	1317526	2.497688484	1081	8680	211107	75075	0
155	GFOD1	chr6	protein_coding	-	2308	13363355	13365662	13365663	13407909	13328584	13363354	42247	34771	NA	none	NA	none	13361835	13366003	2.625110461	988	8258	42247	34771	0.001733102
156	RBM24	chr6	protein_coding	+	2116	17291756	17293871	17284712	17291755	17293872	17393504	7044	99633	NA	none	NA	none	17277285	17295941	3.519709314	533	5908	7044	99633	0.00047259
157	NHLRC1	chr6	protein_coding	-	2134	18120487	18122620	18122621	18128310	17987624	18120486	5690	132863	NA	none	NA	none	18055600	18222846	5.409762641	210	3613	5690	132863	0.000468604
158	HDGFL1	chr6	protein_coding	+	2214	22569449	22571662	22302854	22569448	22571663	22643509	266595	71847	NA	none	NA	none	22435582	22625407	2.585491534	989	8262	266595	71847	0.001806685
159	TRIM38	chr6	protein_coding	+	4166	25983164	25987329	25973286	25983163	25987330	26017031	9878	29702	NA	none	NA	none	25978621	25992943	5.372996423	441	5384	9878	29702	0.002640422
160	RNF8	chr6	protein_coding	+	3997	37390742	37394738	37381355	37390741	37394739	37433130	9387	38392	NA	none	NA	none	37390563	37395592	1.850962332	2344	13494	9387	38392	0.001501126
161	SUPT3H	chr6	protein_coding	-	3128	44826730	44829857	44829858	44932652	44551882	44826729	102795	274848	NA	none	NA	none	44823251	44838954	0.742033742	6415	25478	102795	274848	0.001279181
162	CD2AP	chr6	protein_coding	+	3078	47624186	47627263	47612537	47624185	47627264	47656589	11649	29326	NA	none	NA	none	47615609	47631978	4.272248605	503	5746	11649	29326	0.001299545
163	FAM83B	chr6	protein_coding	+	5394	54939706	54945099	54927633	54939705	54945100	55106459	12073	161360	NA	none	NA	none	54939588	54945305	1.990615845	2529	14142	12073	161360	0.001853912
164	HTR1B	chr6	protein_coding	-	3175	77460848	77464022	77464023	77650273	76663400	77460847	186251	797448	78312305	phastConsE-78312305-78313058	NA	none	77459007	77472486	1.376465432	3106	15942	186251	797448	0.000314961
165	MEI4	chr6	protein_coding	+	3954	77923089	77927042	77829063	77923088	77927043	78867543	94026	940501	NA	none	NA	none	77920116	77928953	2.168407785	1870	11838	94026	940501	0.001264542
166	BVES	chr6	protein_coding	-	4392	105096822	105101213	105101214	105115685	105083333	105096821	14472	13489	NA	none	NA	none	105093146	105104208	2.388314412	1740	11374	14472	13489	0.001593807
167	PDSS2	chr6	protein_coding	-	2221	107152557	107154777	107154778	107210438	107114433	107152556	55661	38124	NA	none	NA	none	107151232	107156184	3.75527631	486	5624	55661	38124	0.001800991
168	SOBP	chr6	protein_coding	+	3103	107658207	107661309	107635470	107658206	107661310	107702156	22737	40847	NA	none	NA	none	107655305	107663116	1.053505186	4299	19512	22737	40847	0.001289075
169	FOXO3	chr6	protein_coding	+	4942	108679827	108684768	108664890	108679826	108684769	108751653	14937	66885	NA	none	NA	none	108569159	108689305	1.499936366	3427	16956	14937	66885	0.000404694
170	MCM9	chr6	protein_coding	-	2846	118813449	118816294	118816295	118826146	118783421	118813448	9852	30028	NA	none	NA	none	118801519	118819669	7.389500082	143	2973	9852	30028	0.001405481
171	GJA1	chr6	protein_coding	+	2913	121446832	121449744	121435833	121446831	121449745	121653738	10999	203994	NA	none	NA	none	121445140	121451837	5.33088526	305	4408	10999	203994	0.000686577
172	TRDN	chr6	protein_coding	-	2402	123216339	123218740	123218741	123331878	123072921	123216338	113138	143418	NA	none	NA	none	123210569	123221523	0.765399361	5775	23712	113138	143418	0.000832639
173	TRDN	chr6	protein_coding	-	3112	123349475	123352586	123352587	123393623	123337670	123349474	41037	11805	NA	none	NA	none	123349488	123352257	1.614524537	2486	13954	41037	11805	0.001928021
174	AKAP7	chr6	protein_coding	+	2006	131281530	131283535	131253106	131281529	131283536	131469018	28424	185483	NA	none	NA	none	131278971	131286781	1.89110777	1599	10805	28424	185483	0.001994018
175	OLIG3	chr6	protein_coding	-	2196	137492199	137494394	137494395	137543501	137219431	137492198	49107	272768	NA	none	137735488	phastConsE-137734845-137735488	137491024	137495846	1.031566969	3947	18486	49107	272768	0.001822323
176	GVQW2	chr6	protein_coding	-	2283	138725211	138727493	138727494	138750127	138697289	138725210	22634	27922	NA	none	NA	none	138718692	138729736	1.721304905	1966	12160	22634	27922	0.003066141
177	STX11	chr6	protein_coding	+	5317	144186623	144191939	144150704	144186622	144191940	144216546	35919	24607	NA	none	NA	none	144158462	144206525	1.442152638	3725	17858	35919	24607	0.00094038
178	UTRN	chr6	protein_coding	+	2046	144850989	144853034	144840833	144850988	144853035	145182722	10156	329688	NA	none	NA	none	144850299	144894872	2.413676662	1067	8614	10156	329688	0.000977517
179	UST	chr6	protein_coding	+	3158	149073833	149076990	149032662	149073832	149076991	149111787	41171	34797	NA	none	NA	none	149071995	149077642	1.010194275	4547	20226	41171	34797	0.000949968
180	TAB2	chr6	protein_coding	+	2037	149409577	149411613	149401047	149409576	149411614	149447629	8530	36016	NA	none	NA	none	149409221	149431105	2.392452725	1081	8677	8530	36016	0.000490918
181	IPCEF1	chr6	protein_coding	-	5558	154154483	154160040	154160041	154167919	154132355	154154482	7879	22128	NA	none	NA	none	154149752	154160933	9.873629052	184	3460	7879	22128	0.001439367
182	PARK2	chr6	protein_coding	-	2654	161347558	161350211	161350212	161360087	161274076	161347557	9876	73482	NA	none	NA	none	161347581	161349602	3.61651213	607	6342	9876	73482	0.003391108
183	PAPOLB	chr7	protein_coding	-	4257	4857738	4861994	4861995	4877604	4836606	4857737	15610	21132	NA	none	NA	none	4852861	4869710	1.729520732	2654	14523	15610	21132	0.000469814
184	ZNF316	chr7	protein_coding	+	5977	6652303	6658279	6644594	6652302	6658280	6688432	7709	30153	NA	none	NA	none	6652369	6658221	2.618120066	1884	11945	7709	30153	0.001840388
185	DGKB	chr7	protein_coding	-	4190	14145049	14149238	14149239	14175972	14071400	14145048	26734	73649	NA	none	NA	none	14145094	14149232	0.97521992	5245	22208	26734	73649	0.001193317
186	ISPD	chr7	protein_coding	-	4273	16087527	16091799	16091800	16208914	15696893	16087526	117115	390634	NA	none	NA	none	16072711	16097189	4.543125311	614	6419	117115	390634	0.00117096
187	SP4	chr7	protein_coding	+	3801	21511022	21514822	21482124	21511021	21514823	21543214	28898	28392	NA	none	NA	none	21424112	21535600	7.261769481	217	3710	28898	28392	0.000263089
188	PDE1C	chr7	protein_coding	-	2375	31751179	31753553	31753554	31775663	31708456	31751178	22110	42723	NA	none	NA	none	31748436	31758539	0.902786865	4755	20828	22110	42723	0.002105263
189	BMPER	chr7	protein_coding	+	2781	34153092	34155872	34143361	34153091	34155873	34346511	9731	190639	NA	none	NA	none	34139063	34196594	4.466401166	419	5205	9731	190639	0.000719166
190	GPR141	chr7	protein_coding	+	3442	37740380	37743821	37730039	37740379	37743822	37848596	10341	104775	NA	none	NA	none	37714818	37911533	3.113392062	974	8214	10341	104775	0.002614759
191	CRCP	chr7	protein_coding	+	2361	66152208	66154568	66145501	66152207	66154569	66205271	6707	50703	NA	none	NA	none	66150493	66156312	2.171926232	1383	9958	6707	50703	0.000847099
192	YWHAG	chr7	protein_coding	-	3443	76326791	76330233	76330234	76358721	76304298	76326790	28488	22493	NA	none	NA	none	76323369	76331121	3.355486469	858	7667	28488	22493	0.000580889
193	MAGI2	chr7	protein_coding	-	2920	78017057	78019976	78019977	78078946	77957505	78017056	58970	59552	NA	none	NA	none	78011844	78024039	1.365621045	3031	15705	58970	59552	0.000684932
194	FZD1	chr7	protein_coding	+	4350	91264468	91268817	91210591	91264467	91268818	91872875	53877	604058	NA	none	NA	none	91264507	91268813	1.598116628	2971	15537	53877	604058	0.000689655
195	AKAP9	chr7	protein_coding	+	2388	92000848	92003235	91995801	92000847	92003236	92012428	5047	9193	NA	none	NA	none	91999298	92003275	2.415778775	1165	9049	5047	9193	0.001256281
196	TRIM4	chr7	protein_coding	-	2340	99890407	99892746	99892747	99903217	99877034	99890406	10471	13373	NA	none	NA	none	99886105	99897512	1.613884344	2188	12941	10471	13373	0.001282051
197	LRRN3	chr7	protein_coding	+	3040	111122415	111125454	111099963	111122414	111125455	111487237	22452	361783	NA	none	NA	none	110821269	111182741	1.230737852	3523	17219	22452	361783	0.001973684
198	CAV2	chr7	protein_coding	+	2571	116505971	116508541	116500448	116505970	116508542	116524784	5523	16243	NA	none	NA	none	116506016	116508498	3.043342872	815	7439	5523	16243	0.000388954
199	KCND2	chr7	protein_coding	+	2080	120273668	120275747	119907376	120273667	120275748	120732902	366292	457155	NA	none	NA	none	120273729	120275615	1.642923376	2028	12380	366292	457155	0.000961538
200	GPR37	chr7	protein_coding	-	2072	124763954	124766025	124766026	124777291	124747344	124763953	11266	16610	NA	none	NA	none	124759029	124777193	6.078717939	153	3066	11266	16610	0.000965251
201	NRF1	chr7	protein_coding	+	2065	129755018	129757082	129744230	129755017	129757083	129770382	10788	13300	NA	none	NA	none	129753552	129758917	8.733118474	58	1870	10788	13300	0.000968992
202	C7orf49	chr7	protein_coding	-	2274	135092309	135094582	135094583	135115379	135081791	135092308	20797	10518	NA	none	NA	none	135092218	135094617	3.282566842	646	6556	20797	10518	0
203	MTPN	chr7	protein_coding	-	3258	135926755	135930012	135930013	135950598	135748847	135926754	20586	177908	NA	none	NA	none	135926762	135930000	1.280761109	3444	16980	20586	177908	0.001227747
204	CTAGE15	chr7	protein_coding	+	2587	143571801	143574387	143533211	143571800	143574388	143598037	38590	23650	NA	none	NA	none	143534839	143602164	1.428372211	2715	14699	38590	23650	0
205	CNTNAP2	chr7	protein_coding	+	5582	148415417	148420998	148409472	148415416	148420999	148590564	5945	169566	NA	none	NA	none	148415780	148420959	4.946484678	686	6848	5945	169566	0.001433178
206	ZNF425	chr7	protein_coding	-	2783	149102784	149105566	149105567	149112136	149090778	149102783	6570	12006	NA	none	NA	none	149102888	149105374	9.621617568	72	2086	6570	12006	0.002155947
207	HTR5A	chr7	protein_coding	+	3238	155084155	155087392	155071558	155084154	155087393	155181880	12597	94488	NA	none	NA	none	155082730	155090564	1.455899682	2911	15329	12597	94488	0.000308833
208	MCPH1	chr8	protein_coding	+	5512	6642994	6648505	6627311	6642993	6648506	6708140	15683	59635	NA	none	NA	none	6643008	6648475	2.244708851	2192	13016	15683	59635	0.00308418
209	MFHAS1	chr8	protein_coding	-	3561	8890061	8893621	8893622	8933677	8797492	8890060	40056	92569	NA	none	NA	none	8890166	8893596	7.96847955	162	3190	40056	92569	0
210	ERI1	chr8	protein_coding	+	3548	9029792	9033339	9020465	9029791	9033340	9048444	9327	15105	NA	none	NA	none	9021980	9041825	3.506199723	816	7461	9327	15105	0
211	PPP1R3B	chr8	protein_coding	-	5415	9136254	9141668	9141669	9150562	9048519	9136253	8894	87735	NA	none	NA	none	9136264	9141651	2.438215783	1940	12131	8894	87735	0
212	TNKS	chr8	protein_coding	+	5697	9776650	9782346	9770263	9776649	9782347	9900063	6387	117717	NA	none	NA	none	9775372	9806842	4.337279452	866	7765	6387	117717	0
213	XKR6	chr8	protein_coding	-	2773	10896144	10898916	10898917	10924633	10846510	10896143	25717	49634	NA	none	NA	none	10893409	10901865	2.899024371	938	8034	25717	49634	0
214	FAM167A	chr8	protein_coding	-	3173	11421464	11424636	11424637	11433919	11401166	11421463	9283	20298	NA	none	NA	none	11364859	11455979	2.730739651	1140	8952	9283	20298	0
215	SGCZ	chr8	protein_coding	-	5803	14084835	14090637	14090638	14102375	14023440	14084834	11738	61395	NA	none	NA	none	14084837	14090632	2.091853794	2480	13994	11738	61395	0.001378597
216	MTUS1	chr8	protein_coding	-	2245	17753717	17755961	17755962	17800597	17743800	17753716	44636	9917	NA	none	NA	none	17753738	17755931	3.117088595	707	6881	44636	9917	0.000890869
217	SCARA5	chr8	protein_coding	-	2189	27869882	27872070	27872071	27879568	27838096	27869881	7498	31786	NA	none	NA	none	27864324	27875839	3.407818223	584	6204	7498	31786	0.000913659
218	RAB11FIP1	chr8	protein_coding	-	4167	37858947	37863113	37863114	37870419	37849914	37858946	7306	9033	NA	none	NA	none	37858639	37864787	2.564436077	1515	10513	7306	9033	0.00144023
219	SNTG1	chr8	protein_coding	+	3986	50792671	50796656	50762866	50792670	50796657	51319576	29805	522920	NA	none	NA	none	50690189	50810717	1.441905061	3241	16369	29805	522920	0.002007025
220	FAM110B	chr8	protein_coding	+	3812	58145907	58149718	58113666	58145906	58149719	58255770	32241	106052	NA	none	NA	none	58142352	58151078	1.616553478	2739	14789	32241	106052	0.001573977
221	ASPH	chr8	protein_coding	-	2571	61623710	61626280	61626281	61637946	61584030	61623709	11666	39680	NA	none	NA	none	61618992	61628781	2.669033798	1028	8447	11666	39680	0.001166861
222	YTHDF3	chr8	protein_coding	+	3106	63209683	63212788	63187746	63209682	63212789	63408974	21937	196186	NA	none	NA	none	63208195	63215667	3.365179012	787	7305	21937	196186	0
223	XKR9	chr8	protein_coding	+	2147	70733796	70735942	70707154	70733795	70735943	71197432	26642	461490	NA	none	71963789	phastConsE-71963789-71964309	70731169	70742796	2.338415312	1159	9019	26642	461490	0.000931532
224	KCNB2	chr8	protein_coding	+	2415	72935935	72938349	72751844	72935934	72938350	73008861	184091	70512	NA	none	NA	none	72935378	72939556	1.526479837	2404	13676	184091	70512	0.000828157
225	DCAF4L2	chr8	protein_coding	-	3326	87870743	87874068	87874069	88037231	87789711	87870742	163163	81032	89044407	phastConsE-89044407-89044939	NA	none	87865976	87881002	1.504268545	2822	15047	163163	81032	0.000601323
226	BAALC	chr8	protein_coding	+	2317	103227989	103230305	103213086	103227988	103230306	103298432	14903	68127	NA	none	NA	none	103145148	103294088	1.391644025	2697	14638	14903	68127	0.001294778
227	ZHX2	chr8	protein_coding	+	2737	122951292	122954028	122863540	122951291	122954029	122973241	87752	19213	NA	none	NA	none	122915273	122996657	5.738386452	243	3909	87752	19213	0.002192181
228	LRRC6	chr8	protein_coding	-	2062	132570419	132572480	132572481	132578407	132561480	132570418	5927	8939	NA	none	NA	none	132568696	132575619	7.407574682	91	2352	5927	8939	0.000484966
229	ZNF251	chr8	protein_coding	-	2474	144720909	144723382	144723383	144753682	144685813	144720908	30300	35096	NA	none	NA	none	144720854	144723509	0.85314954	5140	21922	30300	35096	0
230	CCDC171	chr9	protein_coding	+	2431	15971609	15974039	15920423	15971608	15974040	16203934	51186	229895	NA	none	NA	none	15970684	15976560	2.365675549	1220	9284	51186	229895	0
231	KLHL9	chr9	protein_coding	-	5762	21329671	21335432	21335433	21350317	21305314	21329670	14885	24357	NA	none	NA	none	21326832	21360133	1.759272071	3064	15863	14885	24357	0.000867754
232	TUSC1	chr9	protein_coding	-	2470	25676389	25678858	25678859	25780055	25089152	25676388	101197	587237	NA	none	NA	none	25670059	25682798	2.8253937	906	7878	101197	587237	0.000809717
233	MOB3B	chr9	protein_coding	-	5408	27325209	27330616	27330617	27359033	27297140	27325208	28417	28069	NA	none	NA	none	27325220	27330518	2.997910804	1452	10299	28417	28069	0.00147929
234	LINGO2	chr9	protein_coding	-	2621	27948086	27950706	27950707	28012354	27610968	27948085	61648	337118	NA	none	NA	none	27919726	27972555	2.072863251	1578	10728	61648	337118	0.000381534
235	KLF9	chr9	protein_coding	-	3409	70384597	70388005	70388006	70412858	70354874	70384596	24853	29723	NA	none	NA	none	70374474	70393027	1.331446276	3341	16669	24853	29723	0.000293341
236	TRPM3	chr9	protein_coding	-	2373	70535033	70537405	70537406	70549541	70414658	70535032	12136	120375	NA	none	NA	none	70535040	70537398	1.698512937	2040	12426	12136	120375	0.000842815
237	PRUNE2	chr9	protein_coding	-	3225	76611376	76614600	76614601	76629191	76549814	76611375	14591	61562	NA	none	NA	none	76610416	76614804	4.180337992	548	6014	14591	61562	0.001550388
238	NTRK2	chr9	protein_coding	+	5167	84810542	84815708	84752086	84810541	84815709	84867242	58456	51534	NA	none	NA	none	84810639	84815644	3.439549247	1144	9017	58456	51534	0.000387072
239	C9orf170	chr9	protein_coding	+	3154	87156573	87159726	87148899	87156572	87159727	87497227	7674	337501	NA	none	NA	none	87040582	87217126	2.039544769	1791	11537	7674	337501	0.002536462
240	SPIN1	chr9	protein_coding	+	3631	88475078	88478708	88468606	88475077	88478709	88535100	6472	56392	NA	none	91099766	phastConsE-91099766-91100269	88474797	88483291	3.496288941	836	7560	6472	56392	0.000275406
241	SYK	chr9	protein_coding	+	3033	90895528	90898560	90888628	90895527	90898561	91063293	6900	164733	NA	none	NA	none	90891740	90901050	3.417560235	751	7122	6900	164733	0.001318826
242	ZNF484	chr9	protein_coding	-	3521	92845031	92848551	92848552	92855810	92838458	92845030	7259	6573	NA	none	NA	none	92841157	92852223	5.274863697	382	4978	7259	6573	0.000852031
243	CDC14B	chr9	protein_coding	-	3677	96500113	96503789	96503790	96509672	96491337	96500112	5883	8776	NA	none	NA	none	96500163	96503754	2.533978133	1418	10119	5883	8776	0.000543922
244	NR4A3	chr9	protein_coding	+	3272	99863620	99866891	99847616	99863619	99866892	99886316	16004	19425	NA	none	NA	none	99863628	99866866	1.58176839	2618	14389	16004	19425	0
245	PALM2-AKAP2	chr9	protein_coding	+	4114	110168399	110172512	110156498	110168398	110172513	110198522	11901	26010	NA	none	NA	none	110167753	110174610	2.093928749	2011	12350	11901	26010	0.002430724
246	MVB12B	chr9	protein_coding	+	3865	126503177	126507041	126484033	126503176	126507042	126614442	19144	107401	NA	none	NA	none	126500175	126507101	2.347879031	1643	10996	19144	107401	0.001293996
247	ZBTB43	chr9	protein_coding	+	5724	126832487	126838210	126808916	126832486	126838211	126860664	23571	22454	NA	none	NA	none	126832493	126838135	3.147255385	1413	10152	23571	22454	0.001222921
248	LRRC8A	chr9	protein_coding	+	2165	128907157	128909321	128886122	128907156	128909322	128916095	21035	6774	NA	none	NA	none	128901780	128910989	2.2025812	1290	9573	21035	6774	0.001847575
249	IER5L	chr9	protein_coding	-	2710	129175552	129178261	129178262	129282415	129148947	129175551	104154	26605	NA	none	NA	none	129175367	129180538	1.402003742	2838	15094	104154	26605	0
250	NCS1	chr9	protein_coding	+	4315	130232990	130237304	130226505	130232989	130237305	130265878	6485	28574	NA	none	NA	none	130194109	130238715	9.700364117	135	2926	6485	28574	0.001854427
251	FAM78A	chr9	protein_coding	-	3273	131258078	131261350	131261351	131275856	131234671	131258077	14506	23407	NA	none	NA	none	131257084	131262651	1.959423191	1939	12076	14506	23407	0.004582951
252	PFKFB3	chr10	protein_coding	+	2651	6232895	6235545	6226366	6232894	6235546	6292905	6529	57360	NA	none	NA	none	6231245	6235756	3.433515707	668	6682	6529	57360	0.004149378
253	SFMBT2	chr10	protein_coding	-	5287	7158624	7163910	7163911	7170927	6842907	7158623	7017	315717	NA	none	NA	none	6968320	7166998	3.108333592	1355	9904	7017	315717	0.004540295
254	USP6NL	chr10	protein_coding	-	3340	11460510	11463849	11463850	11481769	11344675	11460509	17920	115835	NA	none	NA	none	11459143	11466981	2.878282487	1084	8711	17920	115835	0.000898204
255	CCDC3	chr10	protein_coding	-	2055	12896625	12898679	12898680	12998337	12835546	12896624	99658	61079	NA	none	NA	none	12772979	12949194	2.331877913	1137	8921	99658	61079	0.001946472
256	RSU1	chr10	protein_coding	-	2881	16590616	16593496	16593497	16695022	16522006	16590615	101526	68610	NA	none	NA	none	16583756	16601882	6.179615582	219	3707	101526	68610	0.000694203
257	OTUD1	chr10	protein_coding	+	3113	23439269	23442381	23393468	23439268	23442382	23694745	45801	252364	NA	none	NA	none	23439280	23442376	1.094320887	4112	18965	45801	252364	0.000321234
258	MKX	chr10	protein_coding	-	2542	27672874	27675415	27675416	27734455	27542238	27672873	59040	130636	NA	none	NA	none	27630795	27683624	1.352826168	2905	15306	59040	130636	0.000786782
259	PARD3	chr10	protein_coding	-	2003	34109560	34111562	34111563	34119612	33772681	34109559	8050	336879	NA	none	NA	none	34101684	34116969	1.913805631	1568	10682	8050	336879	0.000499251
260	ZNF37A	chr10	protein_coding	+	3538	38146732	38150269	38123353	38146731	38150270	38175670	23379	25401	NA	none	NA	none	38139194	38157505	1.711538511	2444	13820	23379	25401	0.001130582
261	CSGALNACT2	chr10	protein_coding	+	2059	43183250	43185308	43176033	43183249	43185309	43194532	7217	9224	NA	none	NA	none	43174483	43214900	2.530164935	984	8238	7217	9224	0
262	HNRNPF	chr10	protein_coding	-	2320	43385617	43387936	43387937	43394629	43376336	43385616	6693	9281	NA	none	NA	none	43341030	43396064	2.203529869	1338	9773	6693	9281	0.000431034
263	CSTF2T	chr10	protein_coding	-	4110	51695486	51699595	51699596	51804584	51467837	51695485	104989	227649	NA	none	NA	none	51695500	51699471	1.631552158	2811	15025	104989	227649	0.001459854
264	ANK3	chr10	protein_coding	-	3529	60026298	60029826	60029827	60042671	59960914	60026297	12845	65384	NA	none	NA	none	60025185	60044636	1.47532862	2974	15533	12845	65384	0.000566733
265	LRRTM3	chr10	protein_coding	+	3965	67097587	67101551	67012353	67097586	67101552	67175484	85234	73933	NA	none	NA	none	66980895	68915568	0.67828988	7562	28638	85234	73933	0.001261034
266	LRRC20	chr10	protein_coding	-	2539	70298970	70301508	70301509	70323862	70266392	70298969	22354	32578	NA	none	NA	none	70290419	70304625	1.055571725	4009	18666	22354	32578	0.00394011
267	ZCCHC24	chr10	protein_coding	-	4134	79382325	79386458	79386459	79394275	79355335	79382324	7817	26990	NA	none	NA	none	79382328	79386400	2.801566588	1319	9729	7817	26990	0.002418965
268	CCSER2	chr10	protein_coding	+	5073	84513449	84518521	84499960	84513448	84518522	84560418	13489	41897	NA	none	NA	none	84509283	84518935	3.068912932	1338	9830	13489	41897	0.000788488
269	CPEB3	chr10	protein_coding	-	3800	92048640	92052439	92052440	92081319	92030326	92048639	28880	18314	NA	none	NA	none	92048716	92052299	1.630626111	2704	14675	28880	18314	0
270	FRAT1	chr10	protein_coding	+	2651	97319265	97321915	97310047	97319264	97321916	97332496	9218	10581	NA	none	NA	none	97316456	97324042	5.265427459	283	4231	9218	10581	0.001886081
271	FRAT2	chr10	protein_coding	-	2205	97332497	97334701	97334702	97356700	97321916	97332496	21999	10581	NA	none	NA	none	97331143	97343020	1.517020738	2339	13454	21999	10581	0.004081633
272	RPEL1	chr10	protein_coding	+	2130	103245887	103248016	103193307	103245886	103248017	103277162	52580	29146	NA	none	NA	none	103235870	103248881	0.810315907	5252	22245	52580	29146	0.000471698
273	STN1	chr10	protein_coding	-	5284	103877558	103882841	103882842	103889071	103855407	103877557	6230	22151	NA	none	NA	none	103877673	103882831	5.154336887	606	6404	6230	22151	0.000567752
274	ADRA2A	chr10	protein_coding	+	3876	111077032	111080907	111013668	111077031	111080908	112149863	63364	1068956	NA	none	113002299	phastConsE-113002299-113002810	111076862	111081872	1.094197253	4467	19999	63364	1068956	0.001031992
275	ADRB1	chr10	protein_coding	+	2862	114044047	114046908	113912507	114044046	114046909	114117107	131540	70199	NA	none	NA	none	114042558	114047828	2.035207816	1703	11205	131540	70199	0.000698812
276	ATRNL1	chr10	protein_coding	+	4342	115944658	115948999	115847992	115944657	115949000	116056924	96666	107925	NA	none	NA	none	115944829	115948966	3.77985001	852	7659	96666	107925	0.001842469
277	RAB11FIP2	chr10	protein_coding	-	4310	118004916	118009225	118009226	118033981	117549547	118004915	24756	455369	NA	none	119311302	phastConsE-119310761-119311302	118004919	118009202	1.80554671	2525	14104	24756	455369	0.001160093
278	ATE1	chr10	protein_coding	-	3438	121740421	121743858	121743859	121790168	121714038	121740420	46310	26383	NA	none	NA	none	121738613	121746968	1.126558708	4120	18990	46310	26383	0.001454334
279	TOLLIP	chr11	protein_coding	-	2886	1274368	1277253	1277254	1286001	1262177	1274367	8748	12191	NA	none	NA	none	1272795	1286446	3.275377945	779	7263	8748	12191	0.001386001
280	OR51E1	chr11	protein_coding	+	3001	4652488	4655488	4644031	4652487	4655489	4680170	8457	24682	NA	none	NA	none	4650373	4661216	5.740328413	270	4134	8457	24682	0.001332889
281	OR51E2	chr11	protein_coding	-	2591	4680171	4682761	4682762	4697652	4655489	4680170	14891	24682	NA	none	NA	none	4675871	4686527	5.066459373	300	4362	14891	24682	0.001543805
282	ZNF215	chr11	protein_coding	+	2358	6955690	6958047	6943642	6955689	6958048	6999317	12048	41270	NA	none	NA	none	6954751	6959319	6.677280972	143	2960	12048	41270	0.001272265
283	RBMXL2	chr11	protein_coding	+	2215	7088934	7091148	7071527	7088933	7091149	7234765	17407	143617	NA	none	NA	none	6989051	7187729	2.202414261	1306	9640	17407	143617	0.001354402
284	RASSF10	chr11	protein_coding	+	2684	13009423	13012106	12989549	13009422	13012107	13277726	19874	265620	NA	none	NA	none	13008373	13013158	1.849470636	1903	11939	19874	265620	0.000745156
285	FANCF	chr11	protein_coding	-	3309	22622533	22625841	22625842	22666613	22492020	22622532	40772	130513	NA	none	NA	none	22605589	22633652	1.46803684	2907	15319	40772	130513	0
286	FIBIN	chr11	protein_coding	+	3007	26994081	26997087	26722028	26994080	26997088	27040961	272053	43874	NA	none	NA	none	26980346	27011280	2.294924626	1455	10253	272053	43874	0.002327902
287	CD44	chr11	protein_coding	+	3274	35229129	35232402	35223321	35229128	35232403	35251204	5808	18802	NA	none	NA	none	35217207	35243076	2.571663072	1283	9560	5808	18802	0.00091631
288	FJX1	chr11	protein_coding	+	2687	35618187	35620873	35530301	35618186	35620874	35662751	87886	41878	NA	none	NA	none	35615793	35624887	1.701802482	2153	12824	87886	41878	0.001860811
289	TRIM44	chr11	protein_coding	+	4696	35806358	35811053	35726164	35806357	35811054	35860184	80194	49131	NA	none	NA	none	35806499	35810883	1.501109429	3338	16679	80194	49131	0.002555366
290	PRR5L	chr11	protein_coding	+	2863	36462342	36465204	36451336	36462341	36465205	36483766	11006	18562	NA	none	NA	none	36459814	36468935	2.872666764	975	8206	11006	18562	0.00174642
