name	exon	chr	strand	start	end	4Ner/kb	4Ner
ENSPTRT00000049692	ENSPTRG00000010768_ex4/6	chr19	+	22592197	22679395	6.54101479254112	50436.59103351496
ENSPTRT00000019970	ENSPTRG00000010786_ex2/5	chr19	+	35753447	35837215	1.1901881429662882	32259.07466322553
ENSPTRT00000020078	ENSPTRG00000010844_ex1/1	chr19	+	40937242	40999834	0.4813145592088446	70206.86969129034
ENSPTRT00000064464	ENSPTRG00000010896_ex5/5	chr19	+	42624513	42657295	0.9044186504789216	73659.79159973617
ENSPTRT00000020648	ENSPTRG00000011111_ex4/4	chr19	+	49869871	50034209	1.829699747715074	85929.30616876374
ENSPTRT00000065793	ENSPTRG00000011112_ex2/5	chr19	-	49884155	49889847	0.404138220309206	86428.01378470854
ENSPTRT00000049473	ENSPTRG00000011113_ex1/4	chr19	-	49913408	49929769	0.39685252551800004	83408.73739374481
ENSPTRT00000020809	ENSPTRG00000011198_ex1/8	chr19	+	52466731	52560621	0.18464474416870805	89104.29453427125
ENSPTRT00000021495	ENSPTRG00000011536_ex1/5	chr19	-	62262466	62291265	1.0151467592624748	124891.70498695991
ENSPTRT00000024606	ENSPTRG00000013238_ex3/3	chr20	+	6716517	6765369	2.0734423673544584	15510.992618401002
ENSPTRT00000024610	ENSPTRG00000013241_ex32/32	chr20	+	8821991	8959042	0.7241424517880206	19547.15458103722
ENSPTRT00000025028	ENSPTRG00000013459_ex3/3	chr20	+	33734622	33749956	0.27217175492369894	47039.17194522832
ENSPTRT00000025082	ENSPTRG00000013481_ex7/7	chr20	+	35258089	35382296	0.38475804278341774	48179.64611197281
ENSPTRT00000025116	ENSPTRG00000013501_ex2/4	chr20	-	38473336	38511067	0.12389479976676998	52531.963556144925
ENSPTRT00000025380	ENSPTRG00000013620_ex3/4	chr20	+	48222073	48228191	0.23236186335403727	64910.40117166263
ENSPTRT00000026531	ENSPTRG00000014201_ex1/10	chr22	-	26030254	26605789	1.4051851045896382	28728.86640583542
ENSPTRT00000026531	ENSPTRG00000014201_ex2/10	chr22	-	26605789	26629257	0.42181161752173185	29175.896048465016
ENSPTRT00000027002	ENSPTRG00000014452_ex4/4	chr22	-	41254216	41361972	0.22658493615204722	51863.0256084891
ENSPTRT00000067538	ENSPTRG00000014511_ex31/33	chr22	-	45695099	45735159	0.7337777144283576	63708.81093122725
ENSPTRT00000027145	ENSPTRG00000014516_ex13/13	chr22	+	46351962	46467089	1.2904299664718093	64120.47411881761
