name	exon	chr	strand	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	hard_div_5p	soft_div_5p	5p_callability	hard_div_3p	soft_div_3p	3p_callability
ENSPTRT00000004378	ENSPTRG00000002385_ex1/7	chr10	-	28318713	28318765	28180157	28316174	0.0	0.0	53	0.0029698375870069607	0.0029698375870069607	129300
ENSPTRT00000050381	ENSPTRG00000002415_ex1/27	chr10	-	34862461	34866475	34467703	34860457	0.005087763927753753	0.005087763927753753	3931	0.004072556253248247	0.004072556253248247	352113
ENSPTRT00000004541	ENSPTRG00000002443_ex7/7	chr10	+	43344648	43348979	43351038	43434898	0.0012416190712689348	0.0012416190712689348	4027	0.003341350654587876	0.003341350654587876	69433
ENSPTRT00000004718	ENSPTRG00000002526_ex1/21	chr10	-	58880995	58887446	58817200	58879568	0.001800327332242226	0.001800327332242226	6110	0.003305755265724918	0.003305755265724918	55358
ENSPTRT00000042292	ENSPTRG00000002588_ex1/5	chr10	-	69386310	69399934	69367579	69383771	0.0024680475980608197	0.0024680475980608197	11345	0.0035968870577463867	0.0035968870577463867	15291
ENSPTRT00000005032	ENSPTRG00000002670_ex1/4	chr10	-	78696462	78700910	78003203	78692311	0.004671748217359233	0.004671748217359233	4067	0.003995502419399391	0.003995502419399391	615442
ENSPTRT00000043599	ENSPTRG00000002697_ex11/11	chr10	+	84619505	84626256	84631340	84653245	0.0019569471624266144	0.0019569471624266144	6643	0.001632289657219172	0.001632289657219172	20217
ENSPTRT00000005200	ENSPTRG00000002753_ex1/10	chr10	-	92363256	92377671	92289709	92363026	0.0030377549544336755	0.0030377549544336755	13826	0.0023131749772296838	0.0023131749772296838	69169
ENSPTRT00000005552	ENSPTRG00000002919_ex1/10	chr10	-	104335197	104338310	104320509	104334897	0.0035807291666666665	0.0035807291666666665	3072	0.004856895056374675	0.004856895056374675	11530
ENSPTRT00000043954	ENSPTRG00000002982_ex2/7	chr10	-	118744887	118747801	118742768	118742917	0.0035161744022503515	0.0035161744022503515	2844	0.0	0.0	23
ENSPTRT00000006038	ENSPTRG00000003151_ex2/6	chr11	-	1317109	1321461	1316791	1316892	0.005576679340937896	0.005576679340937896	3945	0.0	0.0	92
ENSPTRT00000006277	ENSPTRG00000003309_ex7/8	chr11	+	6774704	6780732	6783093	6796134	0.0020693222969477496	0.0020693222969477496	1933	0.0013528569154862328	0.0013528569154862328	12566
ENSPTRT00000006594	ENSPTRG00000003501_ex18/18	chr11	+	35505946	35509877	35513148	35730754	0.005517603783499738	0.005517603783499738	3806	0.00356519103361672	0.00356519103361672	207843
ENSPTRT00000006601	ENSPTRG00000003504_ex5/5	chr11	+	36058650	36094813	36096666	36167709	0.001543162248078763	0.001543162248078763	32401	0.003505432627488302	0.003505432627488302	63045
ENSPTRT00000055621	ENSPTRG00000003509_ex10/10	chr11	+	36753794	36757237	36760086	36808203	0.0017798872738059924	0.0017798872738059924	3371	0.004086298737625569	0.004086298737625569	41113
ENSPTRT00000007471	ENSPTRG00000004007_ex1/29	chr11	-	68767782	68773915	68431210	68762205	0.004893325504012527	0.004893325504012527	5109	0.0035047958517811662	0.0035047958517811662	285038
ENSPTRT00000007612	ENSPTRG00000004088_ex17/17	chr11	+	74508138	74520468	74521173	74643666	0.00214787277984304	0.00214787277984304	12105	0.003980366078861003	0.003980366078861003	104513
ENSPTRT00000007616	ENSPTRG00000004091_ex1/4	chr11	-	74737053	74738462	74662138	74735120	0.0014336917562724014	0.0014336917562724014	1395	0.004160470781788844	0.004160470781788844	63214
ENSPTRT00000007782	ENSPTRG00000004171_ex1/11	chr11	-	91677056	91679683	91466930	91675892	0.003127443315089914	0.003127443315089914	2558	0.004550995950078519	0.004550995950078519	193584
ENSPTRT00000007819	ENSPTRG00000004191_ex2/2	chr11	+	93641493	93661076	93665356	93996976	0.003174773999139044	0.003174773999139044	18584	0.003354951237687394	0.003354951237687394	307307
ENSPTRT00000045962	ENSPTRG00000004748_ex16/16	chr12	+	21220005	21230363	21231277	21238510	0.003259525682814432	0.003259525682814432	8897	0.003865979381443299	0.003865979381443299	6984
ENSPTRT00000046590	ENSPTRG00000004834_ex1/23	chr12	-	48797469	48817506	48735588	48797133	0.0037829714463388092	0.0037829714463388092	19297	0.0041641633346454245	0.0041641633346454245	48269
ENSPTRT00000008986	ENSPTRG00000004853_ex1/22	chr12	-	43881521	43887161	43282883	43878415	0.002825923134890731	0.002825923134890731	5308	0.0030180340370341494	0.0030180340370341494	525839
ENSPTRT00000009288	ENSPTRG00000005048_ex4/4	chr12	+	34558928	34558928	34559113	34711955	0.0	0.0	1	0.0033132674405607805	0.0033132674405607805	125254
ENSPTRT00000067935	ENSPTRG00000005162_ex7/7	chr12	+	27803546	27809308	27811445	28719195	0.0030335861321776816	0.0030335861321776816	4615	0.004659975218477313	0.004659975218477313	762665
ENSPTRT00000009500	ENSPTRG00000005165_ex10/10	chr12	+	26852827	26862081	26866733	26916969	0.003293084522502744	0.003293084522502744	9110	0.0028614490727594416	0.0028614490727594416	45781
ENSPTRT00000046438	ENSPTRG00000005170_ex2/23	chr12	-	25335043	25342079	25333414	25333689	0.0028222013170272815	0.0028222013170272815	5315	0.0	0.0	14
ENSPTRT00000009570	ENSPTRG00000005208_ex1/10	chr12	-	69990880	69998655	69983762	69988674	0.0023397894189522944	0.0023397894189522944	7693	0.004960727573377429	0.004960727573377429	4838
ENSPTRT00000009596	ENSPTRG00000005218_ex3/3	chr12	+	70740718	70756807	70757343	71006098	0.0014769836711249693	0.0014769836711249693	12187	0.0027410075716508995	0.0027410075716508995	228748
ENSPTRT00000009709	ENSPTRG00000005281_ex1/10	chr12	-	89349619	89353612	89167228	89345217	0.002783400809716599	0.002783400809716599	3952	0.003899498723744503	0.003899498723744503	162585
ENSPTRT00000067114	ENSPTRG00000005286_ex1/22	chr12	-	90437114	90440871	90412269	90433869	0.0014867677668748143	0.0014867677668748143	3363	0.002792635016803143	0.002792635016803143	21127
ENSPTRT00000009881	ENSPTRG00000005379_ex4/4	chr12	+	105820135	105900077	105901236	105948244	0.0035815632145907374	0.0035815632145907374	72594	0.0024080180492884414	0.0024080180492884414	46096
ENSPTRT00000010347	ENSPTRG00000005627_ex6/6	chr12	+	130682777	130686580	130689404	130767668	0.004081632653061225	0.004081632653061225	3675	0.005181419709000266	0.005181419709000266	71409
ENSPTRT00000010349	ENSPTRG00000005629_ex8/8	chr12	+	130971120	130983337	130985373	131587418	0.006054224795998947	0.006054224795998947	11397	0.004536340468519213	0.004536340468519213	522668
ENSPTRT00000010791	ENSPTRG00000005872_ex1/9	chr13	-	49201703	49212034	48801345	49199373	0.003380057659807138	0.003380057659807138	10059	0.002599705059530264	0.002599705059530264	368888
ENSPTRT00000010816	ENSPTRG00000005888_ex4/4	chr13	+	51183705	51198316	51199125	51229243	0.0033072971641686017	0.0033072971641686017	14211	0.004337946705226193	0.004337946705226193	29046
ENSPTRT00000060167	ENSPTRG00000005914_ex1/4	chr13	+	57293965	57541134	57544593	57560250	0.00353100293191246	0.00353100293191246	220334	0.003816793893129771	0.003816793893129771	14410
ENSPTRT00000060167	ENSPTRG00000005914_ex4/4	chr13	+	57606475	57636674	57640993	57772628	0.0025022134965546443	0.0025022134965546443	25977	0.00353601603428469	0.00353601603428469	122737
ENSPTRT00000010876	ENSPTRG00000005924_ex1/12	chr13	-	71619877	71631838	70936023	71617157	0.0028927068723702664	0.0028927068723702664	11408	0.004624267683385606	0.004624267683385606	591445
ENSPTRT00000010989	ENSPTRG00000005983_ex2/2	chr13	+	98215423	98230433	98234215	98440234	0.0016533480297602646	0.0016533480297602646	14516	0.002646391890089369	0.002646391890089369	187425
ENSPTRT00000011069	ENSPTRG00000006030_ex2/5	chr13	-	110828708	110828708	110815804	110828290	NA	NA	0	0.004162157662532257	0.004162157662532257	12013
ENSPTRT00000011516	ENSPTRG00000006284_ex14/14	chr14	+	36673802	36685330	36689686	36774772	0.0019440844288094797	0.0019440844288094797	10802	0.003387643168252944	0.003387643168252944	74388
ENSPTRT00000011584	ENSPTRG00000006329_ex1/10	chr14	-	49445562	49454612	49440956	49445364	0.0038345340460144085	0.0038345340460144085	8606	0.0038363171355498722	0.0038363171355498722	3910
ENSPTRT00000044314	ENSPTRG00000006831_ex1/10	chr15	-	24026887	24033773	23742857	24022274	0.0034465780403741997	0.0034465780403741997	6093	0.004365778505623123	0.004365778505623123	257686
ENSPTRT00000048729	ENSPTRG00000006912_ex1/4	chr15	-	37057463	37063707	37028914	37053470	0.0027524514020299327	0.0027524514020299327	5813	0.0029379522034641524	0.0029379522034641524	22805
ENSPTRT00000049347	ENSPTRG00000007092_ex1/20	chr15	-	50864561	50868099	50492039	50860559	0.014028056112224449	0.014028056112224449	499	0.004105002282258732	0.004105002282258732	326431
ENSPTRT00000013091	ENSPTRG00000007095_ex1/6	chr15	-	52619337	52628565	52613760	52617336	0.0027451959071624656	0.0027451959071624656	8014	0.0015708451146716933	0.0015708451146716933	3183
ENSPTRT00000058382	ENSPTRG00000030242_ex1/2	chr15	-	71539608	71544956	71483695	71538794	0.004630522863206637	0.004630522863206637	5183	0.003990134942754597	0.003990134942754597	49873
ENSPTRT00000013505	ENSPTRG00000007322_ex1/7	chr15	-	74912991	74916083	74839228	74912051	0.0025412960609911056	0.0025412960609911056	2361	0.004042335497073081	0.004042335497073081	59619
ENSPTRT00000013844	ENSPTRG00000007511_ex1/9	chr15	-	99224706	99253386	98929264	99222973	0.006219147199440277	0.006219147199440277	25727	0.006205941078195673	0.006205941078195673	245410
ENSPTRT00000064224	ENSPTRG00000007671_ex10/10	chr16	+	3059179	3063261	3065781	3073038	0.0023177955189286636	0.0023177955189286636	3883	0.007712082262210797	0.007712082262210797	6224
ENSPTRT00000014217	ENSPTRG00000007711_ex1/9	chr16	-	4084516	4088372	4040363	4083322	0.006145741878841089	0.006145741878841089	3417	0.004653970969283792	0.004653970969283792	39751
ENSPTRT00000014286	ENSPTRG00000007751_ex6/6	chr16	+	9393051	9399756	9400003	10060833	0.004926866820631255	0.004926866820631255	6495	0.004424224151656712	0.004424224151656712	590386
ENSPTRT00000014328	ENSPTRG00000007785_ex12/12	chr16	+	12925705	12945854	12945983	13640201	0.013327886432109482	0.013327886432109482	19583	0.004955708849320996	0.004955708849320996	628568
ENSPTRT00000014331	ENSPTRG00000007787_ex1/4	chr16	-	13048748	13068447	12856399	13043565	0.0037245874502095083	0.0037245874502095083	19331	0.007641122918016995	0.007641122918016995	168169
ENSPTRT00000014476	ENSPTRG00000007857_ex2/2	chr16	+	21332295	21339259	21341067	21367396	0.004308423711187045	0.004308423711187045	6731	0.00386496292790661	0.00386496292790661	25356
ENSPTRT00000060311	ENSPTRG00000007918_ex1/6	chr16	-	28224576	28232354	28188108	28223997	0.003584705257567711	0.003584705257567711	7532	0.003970962337904077	0.003970962337904077	32234
ENSPTRT00000015271	ENSPTRG00000008282_ex5/5	chr16	+	69282879	69284532	69288370	69338726	0.0012285012285012285	0.0012285012285012285	1628	0.002560304697418536	0.002560304697418536	47260
ENSPTRT00000015716	ENSPTRG00000008522_ex1/4	chr17	-	1385604	1394375	1373677	1384133	0.003971208736659221	0.003971208736659221	4029	0.004829327186916914	0.004829327186916914	9111
ENSPTRT00000015851	ENSPTRG00000008589_ex1/5	chr17	-	4349036	4354221	4343087	4345714	0.003925845147219193	0.003925845147219193	4585	0.005013497878904744	0.005013497878904744	2593
ENSPTRT00000016130	ENSPTRG00000008761_ex2/14	chr17	-	46563408	46564103	46562919	46563081	0.0028776978417266188	0.0028776978417266188	695	0.006329113924050633	0.006329113924050633	158
ENSPTRT00000016188	ENSPTRG00000008789_ex2/2	chr17	+	42803941	42857031	42858162	43111037	0.004405918275339153	0.004405918275339153	48798	0.0041382111757089545	0.0041382111757089545	236334
ENSPTRT00000016709	ENSPTRG00000009070_ex21/21	chr17	+	19034106	19039808	19039945	19137474	0.003955696202531646	0.003955696202531646	5056	0.002959111939444472	0.002959111939444472	61167
ENSPTRT00000017361	ENSPTRG00000009468_ex5/5	chr17	+	58603549	58608669	58611086	58621548	0.00682261208576998	0.00682261208576998	1026	0.003076923076923077	0.003076923076923077	10075
ENSPTRT00000059603	ENSPTRG00000009538_ex1/16	chr17	-	63615087	63615089	63613445	63613743	0.0	0.0	3	0.013422818791946308	0.013422818791946308	298
ENSPTRT00000017604	ENSPTRG00000009600_ex1/43	chr17	-	72824374	72829208	72809141	72823386	0.006132282084975909	0.006132282084975909	4566	0.004674430047564376	0.004674430047564376	12194
ENSPTRT00000017816	ENSPTRG00000009707_ex5/5	chr17	+	77892962	77896314	77898492	77903298	0.0012543116964565694	0.0012543116964565694	3189	0.006628571428571429	0.006628571428571429	4375
ENSPTRT00000018008	ENSPTRG00000009806_ex10/10	chr17	+	82843527	82846789	82850088	82906647	0.008351648351648353	0.008351648351648353	2275	0.005041180009542974	0.005041180009542974	48203
ENSPTRT00000018052	ENSPTRG00000009824_ex12/12	chr18	+	16069747	16073832	16076874	16081158	0.0023065094823167607	0.0023065094823167607	3902	0.0027007120058924624	0.0027007120058924624	4073
ENSPTRT00000018113	ENSPTRG00000009861_ex1/7	chr18	-	6728913	6735666	6713661	6725586	0.0025672002416188464	0.0025672002416188464	6622	0.002661401098901099	0.002661401098901099	11648
ENSPTRT00000018214	ENSPTRG00000009921_ex1/10	chr18	-	19408397	19413796	19400347	19407104	0.0061823802163833074	0.0061823802163833074	5176	0.003630862329803328	0.003630862329803328	6610
ENSPTRT00000018330	ENSPTRG00000009986_ex4/6	chr18	+	41107455	41148134	41151596	41194476	0.0032071368009732003	0.0032071368009732003	27127	0.002697167973627691	0.002697167973627691	40042
ENSPTRT00000018370	ENSPTRG00000010010_ex1/4	chr18	-	45148408	45158710	44918159	45146348	0.0028916658060518436	0.0028916658060518436	9683	0.003971033676491191	0.003971033676491191	206999
ENSPTRT00000018439	ENSPTRG00000010052_ex9/13	chr18	-	55004471	55004699	55000514	55003297	NA	NA	0	0.006552602839461231	0.006552602839461231	2747
ENSPTRT00000056599	ENSPTRG00000010075_ex7/7	chr18	+	58872175	58879821	58880110	58950488	0.0026685393258426967	0.0026685393258426967	7120	0.003579792073743717	0.003579792073743717	67043
ENSPTRT00000018483	ENSPTRG00000010079_ex1/3	chr18	-	59636872	59731850	59433223	59631471	0.0037871681830972705	0.0037871681830972705	85288	0.0037248932160103493	0.0037248932160103493	179334
ENSPTRT00000018558	ENSPTRG00000010117_ex8/9	chr18	+	71871489	71942384	71943402	71943648	0.004629840460251681	0.004629840460251681	65877	NA	NA	0
ENSPTRT00000018804	ENSPTRG00000010239_ex1/3	chr19	-	2533807	2536498	2532076	2533132	0.004821213338690237	0.004821213338690237	2489	0.003171247357293869	0.003171247357293869	946
ENSPTRT00000019836	ENSPTRG00000010750_ex1/5	chr19	-	20514497	20514514	20422170	20513819	0.0	0.0	8	0.004291545515544621	0.004291545515544621	71536
ENSPTRT00000066822	ENSPTRG00000010752_ex4/4	chr19	+	21824926	21829575	21831376	22077773	0.0004420866489832007	0.0004420866489832007	2262	0.001981593434249776	0.001981593434249776	188737
ENSPTRT00000019883	ENSPTRG00000010763_ex1/5	chr19	-	22004203	22012209	21806007	22002516	0.004364009754845334	0.004364009754845334	7791	0.0015569105102321607	0.0015569105102321607	138094
ENSPTRT00000051006	ENSPTRG00000029066_ex1/4	chr19	-	22089243	22093752	22067505	22087376	0.007062146892655367	0.007062146892655367	4248	0.0029406959647116484	0.0029406959647116484	18363
ENSPTRT00000068145	ENSPTRG00000029064_ex2/4	chr19	-	22455578	22464084	22454828	22454953	0.0010185892538833714	0.0010185892538833714	7854	0.0	0.0	123
ENSPTRT00000049692	ENSPTRG00000010768_ex4/6	chr19	+	22592197	22596639	22598917	22679395	0.005259383217786278	0.005259383217786278	4183	0.0038543829840790383	0.0038543829840790383	63564
ENSPTRT00000019970	ENSPTRG00000010786_ex2/5	chr19	+	35753447	35788672	35790846	35837215	0.0031491048050385677	0.0031491048050385677	28262	0.0038418607065908677	0.0038418607065908677	38523
ENSPTRT00000020078	ENSPTRG00000010844_ex1/1	chr19	+	40937242	40957393	40958388	40999834	0.005097566323174743	0.005097566323174743	18244	0.005083923051375725	0.005083923051375725	39143
ENSPTRT00000064464	ENSPTRG00000010896_ex5/5	chr19	+	42624513	42635545	42637867	42657295	0.0023036649214659686	0.0023036649214659686	9550	0.002893183659298692	0.002893183659298692	17282
ENSPTRT00000020648	ENSPTRG00000011111_ex4/4	chr19	+	49869871	49869870	49872293	50034209	NA	NA	0	0.004066323132470993	0.004066323132470993	142635
ENSPTRT00000065793	ENSPTRG00000011112_ex2/5	chr19	-	49885053	49889847	49884155	49884608	0.00192102454642476	0.00192102454642476	4685	NA	NA	0
ENSPTRT00000049473	ENSPTRG00000011113_ex1/4	chr19	-	49925325	49929769	49913408	49921939	0.0033370411568409346	0.0033370411568409346	2697	0.005523535062439962	0.005523535062439962	8328
ENSPTRT00000020809	ENSPTRG00000011198_ex1/8	chr19	+	52466731	52549482	52553165	52560621	0.0031850616507641412	0.0031850616507641412	73154	0.0024882499308819463	0.0024882499308819463	7234
ENSPTRT00000021495	ENSPTRG00000011536_ex1/5	chr19	-	62288765	62291265	62262466	62285890	0.0020383204239706482	0.0020383204239706482	2453	0.0044174247725682295	0.0044174247725682295	22864
ENSPTRT00000024606	ENSPTRG00000013238_ex3/3	chr20	+	6716517	6720421	6722442	6765369	0.002849002849002849	0.002849002849002849	3861	0.00488385353397625	0.00488385353397625	40337
ENSPTRT00000024610	ENSPTRG00000013241_ex32/32	chr20	+	8821991	8847128	8847358	8959042	0.0036889781530516047	0.0036889781530516047	24397	0.003415929016360502	0.003415929016360502	94557
ENSPTRT00000025028	ENSPTRG00000013459_ex3/3	chr20	+	33734622	33740583	33743595	33749956	0.004140786749482402	0.004140786749482402	5796	0.0022026431718061676	0.0022026431718061676	5902
ENSPTRT00000025082	ENSPTRG00000013481_ex7/7	chr20	+	35258089	35269835	35272470	35382296	0.003854915016646224	0.003854915016646224	11414	0.004885252202409249	0.004885252202409249	98869
ENSPTRT00000025116	ENSPTRG00000013501_ex2/4	chr20	-	38476664	38511067	38473336	38473652	0.002688075696211605	0.002688075696211605	27901	0.0	0.0	316
ENSPTRT00000025380	ENSPTRG00000013620_ex3/4	chr20	+	48222073	48228130	48228191	48228191	0.001986491855383393	0.001986491855383393	5034	0.0	0.0	1
ENSPTRT00000026531	ENSPTRG00000014201_ex1/10	chr22	-	26582867	26605789	26030254	26582683	0.004156936011209715	0.004156936011209715	21410	0.0043761515497206865	0.0043761515497206865	475989
ENSPTRT00000026531	ENSPTRG00000014201_ex2/10	chr22	-	26629253	26629257	26605789	26628710	NA	NA	0	0.0032807800966007474	0.0032807800966007474	21946
ENSPTRT00000027002	ENSPTRG00000014452_ex4/4	chr22	-	41275085	41361972	41254216	41269288	0.0034471096310942297	0.0034471096310942297	76876	0.0019113932691651307	0.0019113932691651307	14649
ENSPTRT00000067538	ENSPTRG00000014511_ex31/33	chr22	-	45734985	45735159	45695099	45732161	NA	NA	0	0.008408857329720638	0.008408857329720638	32109
ENSPTRT00000027145	ENSPTRG00000014516_ex13/13	chr22	+	46351962	46386155	46386724	46467089	0.008712306132412032	0.008712306132412032	26629	0.006194834188388012	0.006194834188388012	67637
