name	exon	chr	strand	start	end	4Ner/kb	4Ner
ENSCSAT00000016046.1	ENSCSAG00000017949.1_ex3/4	chr18	-	35888767	35969328	0.970288654311639	9302.658698662572
ENSCSAT00000016122.1	ENSCSAG00000018024.1_ex4/4	chr18	+	32011718	32247885	0.2794842836213356	8183.90036846699
ENSCSAT00000016256.1	ENSCSAG00000018160.1_ex5/13	chr18	+	21177682	21203909	0.43990229267548697	6063.641510591988
ENSCSAT00000016283.1	ENSCSAG00000018186.1_ex1/10	chr18	-	17313572	17393477	0.5188210993054249	4956.3906785546205
ENSCSAT00000016287.1	ENSCSAG00000018191.1_ex2/2	chr18	+	16540040	16782637	0.37175962448010486	4817.22795660116
ENSCSAT00000016327.1	ENSCSAG00000018231.1_ex1/8	chr18	-	4735487	4919795	0.3479861976691192	1550.9099475856492
ENSCSAT00000009595.1	ENSCSAG00000011506.1_ex1/2	chr6	-	2282358	2290503	0.7028291270718232	1306.6653250552488
ENSCSAT00000003062.1	ENSCSAG00000005029.1_ex1/3	chr6	-	18365030	18466510	0.11933443092234906	7359.750764110239
ENSCSAT00000003010.1	ENSCSAG00000004980.1_ex3/3	chr6	+	19574463	19659572	0.04154264766358435	7595.11256501867
ENSCSAT00000003002.1	ENSCSAG00000004974.1_ex1/2	chr6	-	19669821	19722524	0.013908773883839622	7597.090653850318
ENSCSAT00000003000.1	ENSCSAG00000004971.1_ex1/3	chr6	-	19760170	19802775	0.2675167170519892	7600.4462261590415
ENSCSAT00000002984.1	ENSCSAG00000004956.1_ex10/14	chr6	-	20200646	20205803	0.02911	7638.44606
ENSCSAT00000002979.1	ENSCSAG00000004945.1_ex3/7	chr6	+	20329824	20335185	0.25566920910277924	7650.592339749114
ENSCSAT00000002858.1	ENSCSAG00000004832.1_ex1/3	chr6	+	25297554	25540954	0.6092959459326219	8349.242214946124
ENSCSAT00000018617.1	ENSCSAG00000018527.1_ex1/1	chr6	+	30337566	30418401	0.3940191605121542	11086.808371729618
ENSCSAT00000002238.1	ENSCSAG00000004210.1_ex1/3	chr6	-	31290463	31320140	0.17329864979613854	11393.806581183302
ENSCSAT00000001353.1	ENSCSAG00000003326.1_ex3/3	chr6	+	37751057	37892562	0.685920870711283	13446.29314427356
ENSCSAT00000001350.1	ENSCSAG00000003323.1_ex1/2	chr6	-	37754373	37775126	1.1403489066640973	13405.075490104027
ENSCSAT00000001347.1	ENSCSAG00000003321.1_ex1/2	chr6	-	37789670	37805139	0.16252531385351351	13454.55696938322
ENSCSAT00000001043.1	ENSCSAG00000003015.1_ex2/7	chr6	+	40235187	40275909	7e-05	14152.83813714454
ENSCSAT00000016861.1	ENSCSAG00000001668.1_ex1/5	chr6	-	48980504	49013566	0.27971988355211413	17181.94830862497
ENSCSAT00000011610.1	ENSCSAG00000013514.1_ex1/3	chr2	-	31347764	31354998	0.0036143406137683167	11429.109836816007
ENSCSAT00000011682.1	ENSCSAG00000013586.1_ex1/29	chr2	-	29078857	29270527	0.2565007804038191	10601.23718927252
ENSCSAT00000008092.1	ENSCSAG00000010002.1_ex3/3	chr2	+	57451596	57467798	0.0	17555.327264
ENSCSAT00000011827.1	ENSCSAG00000013728.1_ex1/7	chr2	-	25555894	25673254	0.13858944751192936	9492.449923030214
ENSCSAT00000012055.1	ENSCSAG00000013961.1_ex3/4	chr2	+	22539679	22582105	0.028301564606609153	8770.178618243837
ENSCSAT00000013279.1	ENSCSAG00000015184.1_ex1/3	chr2	-	13197568	13225370	0.16754774980217257	6015.505545078556
ENSCSAT00000008091.1	ENSCSAG00000010001.1_ex1/2	chr19	-	10084003	10678903	0.7139279273827512	2241.9379161981888
ENSCSAT00000008091.1	ENSCSAG00000010001.1_ex2/2	chr19	-	10678903	10734175	0.3765888153133592	2516.2117390927233
ENSCSAT00000003709.1	ENSCSAG00000005671.1_ex5/6	chr19	-	24727137	24800752	5.000000000000001e-05	7008.366384371733
ENSCSAT00000003215.1	ENSCSAG00000005254.1_ex35/36	chr19	-	28988001	29027552	0.5029771404010012	8894.37125573037
ENSCSAT00000003166.1	ENSCSAG00000005134.1_ex13/13	chr19	+	29654060	30378746	0.2612554180845221	9598.590954159692
