name	exon	chr	strand	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	div_5p	5p_callability	div_3p	3p_callability
ENSPTRT00000014328	ENSPTRG00000007785_ex12/12	chr16	+	12925705	12945854	12945983	13640201	0.012664045	19583	0.004683662	628568
ENSPTRT00000014331	ENSPTRG00000007787_ex1/4	chr16	-	13048748	13068447	12856399	13043565	0.003569396	19331	0.007212982	168169
ENSPTRT00000014476	ENSPTRG00000007857_ex2/2	chr16	+	21332295	21339259	21341067	21367396	0.004159857	6731	0.003549456	25356
ENSPTRT00000060311	ENSPTRG00000007918_ex1/6	chr16	-	28224576	28232354	28188108	28223997	0.003319172	7532	0.003598685	32234
ENSPTRT00000015271	ENSPTRG00000008282_ex5/5	chr16	+	69282879	69284532	69288370	69338726	0.000614251	1628	0.002433347	47260
ENSPTRT00000015716	ENSPTRG00000008522_ex1/4	chr17	-	1385604	1394375	1373677	1384133	0.003971209	4029	0.004390297	9111
ENSPTRT00000015851	ENSPTRG00000008589_ex1/5	chr17	-	4349036	4354221	4343087	4345714	0.003707743	4585	0.004627844	2593
ENSPTRT00000016130	ENSPTRG00000008761_ex2/14	chr17	-	46563408	46564103	46562919	46563081	0.002877698	695	0.006329114	158
ENSPTRT00000016188	ENSPTRG00000008789_ex2/2	chr17	+	42803941	42857031	42858162	43111037	0.004200992	48798	0.003897027	236334
ENSPTRT00000016709	ENSPTRG00000009070_ex21/21	chr17	+	19034106	19039808	19039945	19137474	0.003560127	5056	0.00223977	61167
ENSPTRT00000017361	ENSPTRG00000009468_ex5/5	chr17	+	58603549	58608669	58611086	58621548	0.003898635	1026	0.002779156	10075
ENSPTRT00000059603	ENSPTRG00000009538_ex1/16	chr17	-	63615087	63615089	63613445	63613743	0.0	3	0.013422819	298
ENSPTRT00000017604	ENSPTRG00000009600_ex1/43	chr17	-	72824374	72829208	72809141	72823386	0.004818222	4566	0.004100377	12194
ENSPTRT00000017816	ENSPTRG00000009707_ex5/5	chr17	+	77892962	77896314	77898492	77903298	0.001254312	3189	0.006171429	4375
ENSPTRT00000018008	ENSPTRG00000009806_ex10/10	chr17	+	82843527	82846789	82850088	82906647	0.008351648	2275	0.004543286	48203
ENSPTRT00000018052	ENSPTRG00000009824_ex12/12	chr18	+	16069747	16073832	16076874	16081158	0.002050231	3902	0.002700712	4073
ENSPTRT00000018113	ENSPTRG00000009861_ex1/7	chr18	-	6728913	6735666	6713661	6725586	0.0025672	6622	0.002403846	11648
ENSPTRT00000018214	ENSPTRG00000009921_ex1/10	chr18	-	19408397	19413796	19400347	19407104	0.005216383	5176	0.003479576	6610
ENSPTRT00000018330	ENSPTRG00000009986_ex4/6	chr18	+	41107455	41148134	41151596	41194476	0.002912228	27127	0.00264722	40042
ENSPTRT00000018370	ENSPTRG00000010010_ex1/4	chr18	-	45148408	45158710	44918159	45146348	0.002375297	9683	0.003719825	206999
ENSPTRT00000018439	ENSPTRG00000010052_ex9/13	chr18	-	55004471	55004699	55000514	55003297	NA	0	0.006188569	2747
ENSPTRT00000056599	ENSPTRG00000010075_ex7/7	chr18	+	58872175	58879821	58880110	58950488	0.00252809	7120	0.003311308	67043
ENSPTRT00000018483	ENSPTRG00000010079_ex1/3	chr18	-	59636872	59731850	59433223	59631471	0.003552669	85288	0.003468389	179334
ENSPTRT00000018558	ENSPTRG00000010117_ex8/9	chr18	+	71871489	71942384	71943402	71943648	0.004265525	65877	NA	0
ENSPTRT00000018804	ENSPTRG00000010239_ex1/3	chr19	-	2533807	2536498	2532076	2533132	0.004419446	2489	0.003171247	946
ENSPTRT00000019836	ENSPTRG00000010750_ex1/5	chr19	-	20514497	20514514	20422170	20513819	0.0	8	0.003942071	71536
ENSPTRT00000066822	ENSPTRG00000010752_ex4/4	chr19	+	21824926	21829575	21831376	22077773	0.0	2262	0.001743166	188737
ENSPTRT00000019883	ENSPTRG00000010763_ex1/5	chr19	-	22004203	22012209	21806007	22002516	0.004107303	7791	0.001296219	138094
ENSPTRT00000051006	ENSPTRG00000029066_ex1/4	chr19	-	22089243	22093752	22067505	22087376	0.006826742	4248	0.002613952	18363
ENSPTRT00000068145	ENSPTRG00000029064_ex2/4	chr19	-	22455578	22464084	22454828	22454953	0.001018589	7854	0.0	123
ENSPTRT00000049692	ENSPTRG00000010768_ex4/6	chr19	+	22592197	22596639	22598917	22679395	0.004064069	4183	0.003350953	63564
ENSPTRT00000019970	ENSPTRG00000010786_ex2/5	chr19	+	35753447	35788672	35790846	35837215	0.002795273	28262	0.00332269	38523
ENSPTRT00000020078	ENSPTRG00000010844_ex1/1	chr19	+	40937242	40957393	40958388	40999834	0.004439816	18244	0.004751807	39143
ENSPTRT00000064464	ENSPTRG00000010896_ex5/5	chr19	+	42624513	42635545	42637867	42657295	0.002198953	9550	0.002661729	17282
ENSPTRT00000020648	ENSPTRG00000011111_ex4/4	chr19	+	49869871	49869870	49872293	50034209	NA	0	0.003736811	142635
ENSPTRT00000065793	ENSPTRG00000011112_ex2/5	chr19	-	49885053	49889847	49884155	49884608	0.00149413	4685	NA	0
ENSPTRT00000049473	ENSPTRG00000011113_ex1/4	chr19	-	49925325	49929769	49913408	49921939	0.002595476	2697	0.005283381	8328
ENSPTRT00000020809	ENSPTRG00000011198_ex1/8	chr19	+	52466731	52549482	52553165	52560621	0.002925336	73154	0.002350014	7234
ENSPTRT00000021495	ENSPTRG00000011536_ex1/5	chr19	-	62288765	62291265	62262466	62285890	0.00203832	2453	0.004329951	22864
ENSPTRT00000024606	ENSPTRG00000013238_ex3/3	chr20	+	6716517	6720421	6722442	6765369	0.002849003	3861	0.004611151	40337
ENSPTRT00000024610	ENSPTRG00000013241_ex32/32	chr20	+	8821991	8847128	8847358	8959042	0.003566012	24397	0.003035206	94557
ENSPTRT00000025028	ENSPTRG00000013459_ex3/3	chr20	+	33734622	33740583	33743595	33749956	0.003968254	5796	0.002202643	5902
ENSPTRT00000025082	ENSPTRG00000013481_ex7/7	chr20	+	35258089	35269835	35272470	35382296	0.003854915	11414	0.00441999	98869
ENSPTRT00000025116	ENSPTRG00000013501_ex2/4	chr20	-	38476664	38511067	38473336	38473652	0.002437189	27901	0.0	316
ENSPTRT00000025380	ENSPTRG00000013620_ex3/4	chr20	+	48222073	48228130	48228191	48228191	0.001787843	5034	0.0	1
ENSPTRT00000026531	ENSPTRG00000014201_ex1/10	chr22	-	26582867	26605789	26030254	26582683	0.0039234	21410	0.003985386	475989
ENSPTRT00000026531	ENSPTRG00000014201_ex2/10	chr22	-	26629253	26629257	26605789	26628710	NA	0	0.003052948	21946
ENSPTRT00000027002	ENSPTRG00000014452_ex4/4	chr22	-	41275085	41361972	41254216	41269288	0.003056871	76876	0.001843129	14649
ENSPTRT00000067538	ENSPTRG00000014511_ex31/33	chr22	-	45734985	45735159	45695099	45732161	NA	0	0.007194245	32109
ENSPTRT00000027145	ENSPTRG00000014516_ex13/13	chr22	+	46351962	46386155	46386724	46467089	0.007360397	26629	0.005426024	67637
