name	exon	chr	strand	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	div_5p	5p_callability	div_3p	3p_callability
ENSCSAT00000014943.1	ENSCSAG00000016847.1_ex1	chr29	-	19635379	19663347	19338135	19632024	0.026415244	25137	0.025904772	255976
ENSCSAT00000008435.1	ENSCSAG00000010349.1_ex7	chr5	+	2684689	2688434	2690583	2693996	0.0	217	0.0	2950
ENSCSAT00000007722.1	ENSCSAG00000009642.1_ex1	chr5	-	3645655	3650698	3591146	3641347	0.0	4325	0.0	37232
ENSCSAT00000006728.1	ENSCSAG00000008664.1_ex4	chr5	+	8671475	8678135	8682106	8718690	0.026187863	6377	0.0	27332
ENSCSAT00000006243.1	ENSCSAG00000008198.1_ex21	chr5	+	12008523	12031482	12031614	12190059	0.056984454	17496	0.034722919	129511
ENSCSAT00000006226.1	ENSCSAG00000008177.1_ex1	chr5	-	12113863	12133575	11933696	12110124	0.022563324	18437	0.041359781	141611
ENSCSAT00000005396.1	ENSCSAG00000007352.1_ex2	chr5	+	19369031	19378906	19380333	19423131	0.030308665	5378	0.022516482	35796
ENSCSAT00000004440.1	ENSCSAG00000006403.1_ex1	chr5	-	25495087	25502614	25460593	25494990	0.035406969	7089	0.034205492	30843
ENSCSAT00000002176.1	ENSCSAG00000004146.1_ex1	chr5	-	57940440	57942250	57887940	57937174	0.028716216	1776	0.022832256	15154
ENSCSAT00000012157.1	ENSCSAG00000014068.1_ex1	chr16	-	1105412	1112089	1094680	1102346	0.017039922	4108	0.012385138	5006
ENSCSAT00000011290.1	ENSCSAG00000013192.1_ex1	chr16	-	3746334	3751903	3740113	3742879	0.015649807	4409	0.0	2345
ENSCSAT00000008231.1	ENSCSAG00000010211.1_ex13	chr16	+	9226571	9227244	9227582	9635839	0.0382263	654	0.032305138	317968
ENSCSAT00000007100.1	ENSCSAG00000009036.1_ex1	chr16	-	12835957	12837662	12594605	12835336	0.043478261	1702	0.032658162	212045
ENSCSAT00000000650.1	ENSCSAG00000002635.1_ex19	chr16	+	67654501	67659466	67659600	67753482	0.009169884	4144	0.017305216	49696
ENSCSAT00000003897.1	ENSCSAG00000005856.1_ex1	chr16	-	34047329	34050098	33961325	34042549	0.024262607	2102	0.02132751	66862
ENSCSAT00000002030.1	ENSCSAG00000004001.1_ex16	chr16	+	56943202	56946128	56951000	56982561	0.0	2731	0.017719826	17946
ENSCSAT00000002479.1	ENSCSAG00000004490.1_ex45	chr16	+	48296244	48301293	48301649	48328555	0.036082474	4462	0.03068253	20761
ENSCSAT00000000417.1	ENSCSAG00000002402.1_ex4	chr16	+	70232081	70235102	70235194	70239893	0.000866927	2307	0.033154331	4283
ENSCSAT00000000125.1	ENSCSAG00000002109.1_ex9	chr16	+	74495879	74503175	74503374	74557538	NA	0	0.0	21186
ENSCSAT00000015712.1	ENSCSAG00000017618.1_ex1	chr18	-	60088734	60092749	60084714	60088523	0.031870282	3577	NA	0
ENSCSAT00000015648.1	ENSCSAG00000017553.1_ex7	chr18	+	68726034	68732889	68736772	68736826	0.032382421	6485	0.072727273	55
ENSCSAT00000015793.1	ENSCSAG00000017699.1_ex10	chr18	+	56936490	56941900	56944307	56950240	0.026366149	4703	0.03265969	5542
ENSCSAT00000016046.1	ENSCSAG00000017949.1_ex3	chr18	-	35931632	35969328	35888767	35928170	0.027842727	32504	0.030718104	34605
ENSCSAT00000016122.1	ENSCSAG00000018024.1_ex4	chr18	+	32011718	32022032	32024851	32247885	0.027884715	9611	0.031349391	204055
ENSCSAT00000016256.1	ENSCSAG00000018160.1_ex5	chr18	+	21177682	21197723	21201113	21203909	0.029372137	18555	0.041105857	2749
ENSCSAT00000016283.1	ENSCSAG00000018186.1_ex1	chr18	-	17385907	17393477	17313572	17382568	0.033630069	7077	0.032887709	61786
ENSCSAT00000016287.1	ENSCSAG00000018191.1_ex2	chr18	+	16540040	16637762	16637896	16782637	0.02128452	88609	0.02139006	102197
ENSCSAT00000016327.1	ENSCSAG00000018231.1_ex1	chr18	-	4846541	4919795	4735487	4844048	0.030696382	66946	0.034681033	93740
ENSCSAT00000009595.1	ENSCSAG00000011506.1_ex1	chr6	-	2288021	2290503	2282358	2287893	0.024350649	1848	0.040074994	4267
ENSCSAT00000003062.1	ENSCSAG00000005029.1_ex1	chr6	-	18458841	18466510	18365030	18457568	NA	0	NA	0
ENSCSAT00000003010.1	ENSCSAG00000004980.1_ex3	chr6	+	19574463	19578732	19580533	19659572	NA	0	NA	0
ENSCSAT00000003002.1	ENSCSAG00000004974.1_ex1	chr6	-	19714477	19722524	19669821	19710359	0.0	7111	0.0	10565
ENSCSAT00000003000.1	ENSCSAG00000004971.1_ex1	chr6	-	19794894	19802775	19760170	19789492	NA	0	NA	0
ENSCSAT00000002984.1	ENSCSAG00000004956.1_ex10	chr6	-	20201145	20205803	20200646	20200654	NA	0	NA	0
ENSCSAT00000002979.1	ENSCSAG00000004945.1_ex3	chr6	+	20329824	20334498	20334934	20335185	NA	0	NA	0
ENSCSAT00000002858.1	ENSCSAG00000004832.1_ex1	chr6	+	25297554	25494971	25497143	25540954	0.028717027	177003	0.030474158	38426
ENSCSAT00000018617.1	ENSCSAG00000018527.1_ex1	chr6	+	30337566	30377425	30378420	30418401	0.035714286	224	0.028885431	30846
ENSCSAT00000002238.1	ENSCSAG00000004210.1_ex1	chr6	-	31308633	31320140	31290463	31307606	0.01164804	6353	0.0	13317
ENSCSAT00000001353.1	ENSCSAG00000003326.1_ex3	chr6	+	37751057	37752428	37754277	37892562	0.0	1136	0.006560719	69657
ENSCSAT00000001350.1	ENSCSAG00000003323.1_ex1	chr6	-	37769297	37775126	37754373	37767319	0.021653543	5588	0.0	10254
ENSCSAT00000001347.1	ENSCSAG00000003321.1_ex1	chr6	-	37801668	37805139	37789670	37798283	NA	0	0.000352237	2839
ENSCSAT00000001043.1	ENSCSAG00000003015.1_ex2	chr6	+	40235187	40264300	40268171	40275909	0.027134374	25429	0.024191319	7234
ENSCSAT00000016861.1	ENSCSAG00000001668.1_ex1	chr6	-	49007844	49013566	48980504	49002499	0.023152436	5399	0.027914077	18342
ENSCSAT00000011610.1	ENSCSAG00000013514.1_ex1	chr2	-	31351120	31354998	31347764	31348806	0.035479632	3805	0.02213667	1039
ENSCSAT00000011682.1	ENSCSAG00000013586.1_ex1	chr2	-	29245877	29270527	29078857	29242423	0.035132022	22572	0.029041803	131810
ENSCSAT00000008092.1	ENSCSAG00000010002.1_ex3	chr2	+	57451596	57458946	57462001	57467798	0.031987978	4658	0.037569288	4871
ENSCSAT00000011827.1	ENSCSAG00000013728.1_ex1	chr2	-	25661865	25673254	25555894	25659234	0.038917253	10381	0.032227405	91537
ENSCSAT00000012055.1	ENSCSAG00000013961.1_ex3	chr2	+	22539679	22571076	22574088	22582105	0.02818012	24095	0.027930504	4547
ENSCSAT00000013279.1	ENSCSAG00000015184.1_ex1	chr2	-	13219874	13225370	13197568	13215927	0.018876112	4609	0.022899403	11223
ENSCSAT00000008091.1	ENSCSAG00000010001.1_ex1	chr19	-	10655788	10678903	10084003	10652937	0.033611465	21213	0.028455032	466877
ENSCSAT00000008091.1	ENSCSAG00000010001.1_ex2	chr19	-	10706763	10734175	10678903	10702017	0.023401645	22007	0.029393258	22250
ENSCSAT00000003709.1	ENSCSAG00000005671.1_ex5	chr19	-	24748311	24800752	24727137	24742618	0.029759061	43953	0.03196137	13047
ENSCSAT00000003215.1	ENSCSAG00000005254.1_ex35	chr19	-	29027459	29027552	28988001	29026475	NA	0	0.0	25967
ENSCSAT00000003166.1	ENSCSAG00000005134.1_ex13	chr19	+	29654060	29681184	29684410	30378746	0.0	23853	0.012234271	479718
