#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	relevantExonStart	relevantExonEnd
124	ENSPTRT00000030136	chr4	-	53680659	54036527	53681264	54036527	22	53680659,53692804,53704129,53707568,53709308,53709949,53715678,53721447,53722331,53722384,53722392,53722398,53722410,53723164,53723185,53724195,53724643,53724664,53732852,53753646,53911693,54036359,	53681633,53693077,53704280,53708057,53709700,53710439,53715752,53722329,53722382,53722390,53722397,53722408,53722428,53723182,53724194,53724250,53724662,53725043,53732984,53753778,53911848,54036527,	0	ENSPTRG00000016190	cmpl	cmpl	0,0,2,2,0,2,0,0,0,0,1,0,0,0,2,1,0,2,2,2,0,0,	53721447	53722329
993	ENSPTRT00000030138	chr4	+	53563242	53565622	53565622	53565622	3	53563242,53563604,53563624,	53563602,53563622,53565622,	0	ENSPTRG00000016191	none	none	-1,-1,-1,	53563242	53563602
1288	ENSPTRT00000030295	chr4	-	92178163	92242193	92181667	92183998	2	92178163,92241797,	92184121,92242193,	0	ENSPTRG00000016281	cmpl	cmpl	0,-1,	92178163	92184121
1407	ENSPTRT00000030393	chr4	-	107817414	107841474	107821332	107840738	3	107817414,107840186,107840963,	107821377,107840770,107841474,	0	ENSPTRG00000016332	cmpl	cmpl	0,0,-1,	107817414	107821377
184	ENSPTRT00000050131	chr4	+	116547266	116909721	116547281	116907461	46	116547266,116671973,116693720,116696367,116730078,116734570,116735182,116738073,116739699,116747295,116753262,116755576,116755839,116790406,116799974,116803358,116803981,116808195,116813137,116813924,116817961,116818987,116828325,116836901,116843976,116844786,116856488,116858213,116859295,116861789,116862523,116865181,116867909,116869242,116872124,116874497,116876469,116879292,116887071,116889589,116891290,116893787,116895734,116899288,116899483,116907446,	116547365,116672075,116693819,116696466,116730177,116734756,116735206,116738172,116739798,116747394,116753460,116755675,116755938,116790505,116800172,116803457,116804080,116808393,116813236,116814023,116818060,116819086,116828398,116837046,116844079,116844890,116856713,116858312,116859450,116862001,116862728,116865278,116868138,116869368,116872247,116874530,116876491,116885547,116887146,116889721,116891434,116894073,116896026,116899372,116899648,116909721,	0	ENSPTRG00000016382	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,1,0,1,2,0,0,0,0,1,1,1,1,1,2,0,0,0,	116907446	116909721
1481	ENSPTRT00000030477	chr4	-	117442665	117520782	117442665	117519916	2	117442665,117519518,	117444064,117520782,	0	ENSPTRG00000016384	cmpl	cmpl	2,0,	117442665	117444064
195	ENSPTRT00000067874	chr4	+	128767102	128943430	128767102	128943430	17	128767102,128849787,128857890,128859454,128865879,128867443,128885212,128897282,128899445,128915202,128920145,128927799,128928781,128931360,128933139,128939004,128941562,	128772277,128849919,128858152,128859805,128866802,128867618,128885393,128897527,128903795,128915307,128920453,128927885,128928961,128931485,128933357,128939266,128943430,	0	ENSPTRG00000024046	cmpl	cmpl	0,0,0,1,1,0,1,2,1,1,1,0,2,2,1,0,1,	128767102	128772277
1628	ENSPTRT00000030573	chr4	+	136723487	136767218	136724325	136765802	5	136723487,136728513,136729123,136737208,136765782,	136726956,136728572,136729230,136737514,136767218,	0	ENSPTRG00000016444	cmpl	cmpl	0,0,2,1,1,	136765782	136767218
26	ENSPTRT00000047838	chr4	-	144631948	144906161	144634640	144904826	8	144631948,144677202,144695732,144718833,144720486,144738810,144904342,144905952,	144634759,144677413,144695829,144718916,144720558,144739061,144905271,144906161,	0	ENSPTRG00000016465	cmpl	cmpl	1,0,2,0,0,1,0,-1,	144631948	144634759
224	ENSPTRT00000030731	chr4	-	158526771	158699125	158526771	158699125	9	158526771,158526784,158531570,158533000,158535893,158538284,158570333,158581500,158697073,	158526783,158526855,158531670,158533188,158536910,158538521,158570565,158581692,158699125,	0	ENSPTRG00000016532	cmpl	cmpl	0,1,0,1,1,1,0,0,0,	158697073	158699125
28	ENSPTRT00000030780	chr4	-	165644118	166391366	165644118	166391366	14	165644118,165715161,165755249,165777061,165788109,165816189,165820556,165866220,165936191,166038542,166058649,166200270,166312837,166391240,	165644821,165715286,165755401,165777184,165788136,165816324,165820718,165866341,165936358,166038663,166058846,166200519,166312871,166391366,	0	ENSPTRG00000016559	cmpl	cmpl	2,0,1,1,1,1,1,0,1,0,1,1,0,0,	165644118	165644821
239	ENSPTRT00000030832	chr4	-	174417918	174457905	174422700	174437276	3	174417918,174436978,174457860,	174423632,174437409,174457905,	0	ENSPTRG00000016591	cmpl	cmpl	1,0,-1,	174417918	174423632
30	ENSPTRT00000030854	chr4	-	179137269	179318595	179139051	179318100	11	179137269,179138660,179152773,179155086,179173093,179178839,179211026,179221655,179260863,179277721,179318029,	179138618,179139330,179152818,179155230,179173308,179178977,179211109,179221879,179260931,179277849,179318595,	0	ENSPTRG00000016607	cmpl	cmpl	-1,0,0,0,1,1,2,0,1,2,0,	179138660	179139330
253	ENSPTRT00000030892	chr4	-	188744565	188882962	188747033	188882915	8	188744565,188756120,188772021,188776278,188777179,188785499,188818448,188882674,	188747239,188756244,188772159,188776458,188777321,188785611,188818628,188882962,	0	ENSPTRG00000016636	cmpl	cmpl	1,0,0,0,2,1,1,0,	188744565	188747239
635	ENSPTRT00000065618	chr5	+	6592177	6636983	6592177	6635741	2	6592177,6635609,	6592450,6636983,	0	ENSPTRG00000033811	incmpl	cmpl	0,0,	6635609	6636983
151	ENSPTRT00000031146	chr5	+	81836104	82214725	81836223	82214725	25	81836104,81846557,81984133,82054017,82054971,82076747,82080453,82089364,82090095,82095555,82097071,82101690,82108530,82114286,82122804,82124498,82143213,82151950,82163585,82164142,82179616,82191445,82194639,82206921,82214546,	81836350,81846919,81984278,82054214,82055055,82076872,82080603,82089508,82090240,82095648,82097217,82101860,82108664,82114349,82123047,82124637,82143340,82152161,82163909,82164721,82179769,82191622,82194783,82207081,82214725,	0	ENSPTRG00000016776	cmpl	cmpl	0,1,0,1,0,0,2,2,2,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,1,	82214546	82214725
1134	ENSPTRT00000031260	chr5	+	72036420	72076860	72067547	72075293	3	72036420,72067473,72074957,	72036435,72067859,72076860,	0	ENSPTRG00000016848	cmpl	cmpl	-1,0,0,	72074957	72076860
1053	ENSPTRT00000031287	chr5	-	61388915	61418510	61392058	61418333	2	61388915,61416712,	61392312,61418510,	0	ENSPTRG00000016868	cmpl	cmpl	1,0,	61388915	61392312
15	ENSPTRT00000031364	chr5	-	51324907	51503839	51324907	51503839	7	51324907,51364863,51369859,51486719,51489981,51492334,51503704,	51325107,51364989,51370085,51486755,51490941,51492430,51503839,	0	ENSPTRG00000016919	cmpl	cmpl	1,1,0,0,0,0,0,	51324907	51325107
1	ENSPTRT00000055696	chr5	+	50184421	50522862	50192712	50519770	25	50184421,50192434,50195242,50206044,50213438,50214139,50214736,50335401,50339967,50372249,50380896,50399592,50410084,50412378,50432080,50448878,50450051,50450698,50459640,50460195,50477659,50486740,50501933,50505827,50519660,	50184956,50192809,50195607,50206213,50213650,50214223,50214882,50335445,50340073,50372396,50381038,50399700,50410230,50412442,50432183,50449012,50450175,50450779,50459804,50460334,50477789,50486945,50502110,50505984,50522862,	0	ENSPTRG00000016927	cmpl	cmpl	-1,0,1,0,1,0,0,2,1,2,2,0,0,2,0,1,0,1,1,0,1,2,0,0,1,	50519660	50522862
896	ENSPTRT00000031505	chr5	+	40855042	40858427	40855853	40857215	1	40855042,	40858427,	0	ENSPTRG00000016992	cmpl	cmpl	0,	40855042	40858427
107	ENSPTRT00000031562	chr5	+	36272941	36416937	36274023	36414896	9	36272941,36332414,36338321,36342300,36350301,36387981,36392700,36393433,36414707,	36274064,36332571,36338453,36342393,36350441,36388138,36392811,36393514,36416937,	0	ENSPTRG00000017026	incmpl	cmpl	0,2,0,0,0,2,0,0,0,	36414707	36416937
833	ENSPTRT00000046825	chr5	+	32578322	32602651	32578411	32602651	4	32578322,32591100,32594320,32602580,	32578414,32591210,32594346,32602651,	0	ENSPTRG00000017053	cmpl	cmpl	0,0,2,1,	32602580	32602651
12	ENSPTRT00000031610	chr5	+	31246918	31697724	31247337	31696606	11	31246918,31376057,31400415,31456378,31500710,31531376,31571534,31573294,31577655,31676059,31696456,	31247404,31376186,31400445,31456507,31500824,31531558,31571690,31573439,31577840,31676215,31697724,	0	ENSPTRG00000017057	cmpl	cmpl	0,1,1,1,1,1,0,0,1,0,0,	31696456	31697724
93	ENSPTRT00000031640	chr5	+	21145867	21394328	21145867	21394328	5	21145867,21150410,21155703,21157647,21394210,	21146007,21150570,21155862,21157742,21394328,	0	ENSPTRG00000024095	cmpl	cmpl	0,2,0,0,2,	21394210	21394328
168	ENSPTRT00000031692	chr5	+	99737664	99764875	99737723	99762142	5	99737664,99738966,99742344,99747977,99761473,	99737994,99739042,99742598,99748486,99764875,	0	ENSPTRG00000017102	incmpl	cmpl	0,1,2,1,0,	99761473	99764875
1379	ENSPTRT00000065106	chr5	-	104162369	104198155	104164264	104186658	8	104162369,104174492,104175266,104175542,104182491,104184666,104186519,104198080,	104164539,104174778,104175443,104175734,104182797,104184860,104186665,104198155,	0	ENSPTRG00000030296	cmpl	cmpl	1,0,0,0,0,1,0,-1,	104162369	104164539
198	ENSPTRT00000031852	chr5	+	131496380	131779828	131496380	131779828	3	131496380,131499633,131778265,	131497182,131499917,131779828,	0	ENSPTRG00000017205	cmpl	cmpl	0,1,0,	131778265	131779828
209	ENSPTRT00000055454	chr5	+	142621342	142780562	142621342	142778157	4	142621342,142746599,142750210,142777846,	142622941,142746658,142750299,142780562,	0	ENSPTRG00000017328	cmpl	cmpl	0,0,2,1,	142777846	142780562
28	ENSPTRT00000032348	chr5	-	163393766	163658430	163399381	163656943	11	163393766,163431342,163435864,163439418,163441299,163517331,163569295,163655529,163656621,163656866,163658364,	163399729,163431456,163436109,163439571,163441437,163517414,163569516,163655597,163656713,163657095,163658430,	0	ENSPTRG00000017494	cmpl	cmpl	0,0,1,1,1,2,0,1,2,0,-1,	163393766	163399729
239	ENSPTRT00000032399	chr5	-	174317519	174466132	174318783	174466132	18	174317519,174327884,174329525,174331109,174333064,174336889,174340472,174359306,174359941,174367173,174370339,174373368,174382535,174383522,174384704,174394658,174432745,174465976,	174318924,174327998,174329651,174331298,174333189,174337019,174340565,174359486,174360065,174367304,174370888,174373503,174382617,174383717,174384777,174394806,174432910,174466132,	0	ENSPTRG00000017527	cmpl	cmpl	0,0,0,0,1,0,0,0,2,0,0,0,2,2,1,0,0,0,	174317519	174318924
244	ENSPTRT00000042784	chr5	+	179506287	179676511	179507478	179676209	23	179506287,179507461,179569746,179581505,179586989,179613722,179616138,179617657,179622111,179624564,179626069,179629601,179635423,179638477,179647695,179649740,179654135,179661049,179662953,179664274,179669293,179672705,179674581,	179506315,179508405,179569882,179581678,179589552,179613847,179616409,179617767,179622187,179624683,179626213,179629725,179635624,179638657,179647852,179649946,179654248,179661319,179663070,179664416,179669400,179672910,179676511,	0	ENSPTRG00000017575	cmpl	cmpl	-1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,2,1,0,0,0,1,0,1,	179586989	179589552
246	ENSPTRT00000032567	chr5	-	181560147	181805833	181560164	181805833	22	181560147,181568042,181569040,181571166,181572959,181574913,181576887,181579193,181579741,181582915,181584800,181587003,181601975,181603726,181604284,181605049,181609081,181628945,181656444,181727166,181803660,181805700,	181560622,181568132,181569170,181571374,181573092,181575073,181577054,181579274,181579865,181583049,181584976,181587149,181602089,181603859,181604428,181605155,181609238,181629029,181656647,181727320,181804055,181805833,	0	ENSPTRG00000017614	cmpl	cmpl	1,1,0,2,1,0,1,1,0,1,2,0,0,2,2,1,0,0,1,0,1,0,	181560147	181560622
1983	ENSPTRT00000032618	chr5	-	183300853	183321698	183301941	183303279	4	183300853,183319888,183320250,183321435,	183303405,183320051,183320317,183321698,	0	ENSPTRG00000017642	cmpl	cmpl	0,-1,-1,-1,	183300853	183303405
688	ENSPTRT00000032773	chr6	-	13585838	13629822	13586994	13587858	2	13585838,13629594,	13587914,13629822,	0	ENSPTRG00000017734	cmpl	cmpl	0,-1,	13585838	13587914
719	ENSPTRT00000025457	chr6	+	17619548	17632154	17619548	17630396	4	17619548,17621084,17622935,17630032,	17619716,17621208,17622990,17632154,	0	ENSPTRG00000017749	cmpl	cmpl	0,0,1,2,	17630032	17632154
760	ENSPTRT00000032841	chr6	+	22995471	22996538	22995598	22996348	1	22995471,	22996538,	0	ENSPTRG00000017769	cmpl	cmpl	0,	22995471	22996538
98	ENSPTRT00000032882	chr6	+	26455159	26477220	26458643	26475783	7	26455159,26458455,26461443,26463978,26465157,26465276,26475259,	26455395,26459054,26461539,26464209,26465180,26465389,26477220,	0	ENSPTRG00000017795	cmpl	cmpl	-1,0,0,0,0,2,1,	26475259	26477220
876	ENSPTRT00000033498	chr6	+	38188170	38224058	38188176	38220080	7	38188170,38196227,38199244,38202339,38204649,38210082,38220063,	38188305,38196962,38199307,38202429,38204757,38210287,38224058,	0	ENSPTRG00000018121	incmpl	cmpl	0,0,0,0,0,0,1,	38220063	38224058
14	ENSPTRT00000033704	chr6	-	45911742	46439249	45911742	46439249	10	45911742,46006173,46026846,46028032,46035273,46078317,46089483,46097817,46179715,46439148,	45911784,46006284,46026954,46028145,46035349,46078457,46089574,46097904,46179800,46439249,	0	ENSPTRG00000023379	cmpl	cmpl	0,0,0,1,0,1,0,0,2,0,	45911742	45911784
119	ENSPTRT00000033733	chr6	+	48578997	48723704	48578997	48723656	18	48578997,48604545,48631125,48642113,48652332,48671626,48674088,48674573,48676950,48678425,48679562,48693417,48696852,48703723,48705486,48706685,48709916,48723614,	48579127,48604706,48631279,48642214,48652453,48671814,48674167,48674668,48677055,48678462,48679625,48693583,48696995,48703836,48705588,48706867,48709980,48723704,	0	ENSPTRG00000018244	incmpl	cmpl	0,1,0,1,0,1,0,1,0,0,1,1,2,1,0,0,2,0,	48723614	48723704
1013	ENSPTRT00000033819	chr6	+	56110313	56181806	56110376	56181731	4	56110313,56166090,56167227,56179429,	56110820,56166255,56167352,56181806,	0	ENSPTRG00000018296	cmpl	cmpl	0,0,0,2,	56179429	56181806
148	ENSPTRT00000065002	chr6	+	78663286	78889572	78663286	78889572	7	78663286,78663586,78726311,78801913,78889322,78889336,78889356,	78663522,78663605,78726830,78802045,78889334,78889354,78889572,	0	ENSPTRG00000033954	cmpl	incmpl	0,2,0,0,0,0,0,	78889322	78889334
1400	ENSPTRT00000034105	chr6	-	106854456	106890156	106854926	106887057	8	106854456,106869512,106870527,106878031,106878875,106882862,106886831,106890067,	106855051,106869654,106870695,106878140,106879063,106882987,106887068,106890156,	0	ENSPTRG00000018454	cmpl	cmpl	1,0,0,2,0,1,0,-1,	106854456	106855051
2	ENSPTRT00000034125	chr6	-	108981663	109295728	108983725	109295462	8	108981663,109023389,109040101,109041771,109076879,109105610,109167463,109295166,	108983884,109023422,109040233,109041945,109076951,109105809,109167598,109295728,	0	ENSPTRG00000018466	cmpl	cmpl	0,0,0,0,0,2,2,0,	108981663	108983884
178	ENSPTRT00000034147	chr6	+	110404344	110527407	110510142	110510688	4	110404344,110405866,110509287,110526494,	110404525,110406605,110510721,110527407,	0	ENSPTRG00000018476	cmpl	cmpl	-1,-1,0,-1,	110526494	110527407
1506	ENSPTRT00000034267	chr6	-	120826430	120841533	120826430	120841533	5	120826430,120837760,120839055,120840201,120841331,	120827901,120837906,120839138,120840405,120841533,	0	ENSPTRG00000018553	cmpl	incmpl	2,0,1,1,0,	120826430	120827901
1527	ENSPTRT00000034280	chr6	+	123494073	123508213	123505329	123506478	2	123494073,123505313,	123494307,123508213,	0	ENSPTRG00000018560	cmpl	cmpl	-1,0,	123505313	123508213
192	ENSPTRT00000064256	chr6	-	125332090	125751916	125334600	125751916	41	125332090,125334197,125337477,125340613,125369081,125371753,125372540,125376297,125377283,125382726,125385144,125387293,125388582,125390666,125391966,125395664,125396403,125429050,125444421,125450163,125465123,125478736,125488180,125490291,125490441,125493951,125494695,125501103,125506205,125552025,125552905,125578713,125611381,125617907,125626423,125630265,125643595,125660409,125661524,125684198,125751894,	125333883,125334740,125337516,125340652,125369105,125371798,125372576,125376336,125377310,125382747,125385189,125387311,125388630,125390693,125391996,125395694,125396430,125429089,125444472,125450214,125465171,125478784,125488207,125490318,125490474,125493972,125494725,125501133,125506259,125552085,125552961,125578795,125611441,125618090,125626483,125630331,125643655,125660442,125661683,125684408,125751916,	0	ENSPTRG00000018567	cmpl	cmpl	-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,	125334197	125334740
192	ENSPTRT00000064256	chr6	-	125332090	125751916	125334600	125751916	41	125332090,125334197,125337477,125340613,125369081,125371753,125372540,125376297,125377283,125382726,125385144,125387293,125388582,125390666,125391966,125395664,125396403,125429050,125444421,125450163,125465123,125478736,125488180,125490291,125490441,125493951,125494695,125501103,125506205,125552025,125552905,125578713,125611381,125617907,125626423,125630265,125643595,125660409,125661524,125684198,125751894,	125333883,125334740,125337516,125340652,125369105,125371798,125372576,125376336,125377310,125382747,125385189,125387311,125388630,125390693,125391996,125395694,125396430,125429089,125444472,125450214,125465171,125478784,125488207,125490318,125490474,125493972,125494725,125501133,125506259,125552085,125552961,125578795,125611441,125618090,125626483,125630331,125643655,125660442,125661683,125684408,125751916,	0	ENSPTRG00000018567	cmpl	cmpl	-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,	125465123	125465171
200	ENSPTRT00000034346	chr6	+	133432858	133572172	133432858	133570355	7	133432858,133447959,133452987,133457297,133488094,133508313,133570158,	133432943,133448099,133453124,133457458,133488207,133508461,133572172,	0	ENSPTRG00000018599	cmpl	cmpl	0,1,0,2,1,0,1,	133570158	133572172
1704	ENSPTRT00000034483	chr6	+	146676317	146714480	146712743	146713607	2	146676317,146712738,	146676489,146714480,	0	ENSPTRG00000018677	cmpl	cmpl	-1,0,	146712738	146714480
213	ENSPTRT00000034488	chr6	+	146819294	147393672	146819386	147391659	74	146819294,146933186,146952463,146954133,146954570,146956872,146959363,146960166,146965209,146966874,146968056,146969655,146973584,146976530,146976921,146977919,146980695,146984373,146989969,146990373,146992404,146993858,147005473,147006242,147012001,147014397,147017565,147019733,147020857,147022256,147023111,147025489,147031354,147043040,147046024,147046758,147048333,147048914,147054092,147055127,147063165,147065198,147069705,147071432,147075509,147081361,147083687,147088288,147090759,147110501,147212821,147234702,147264945,147282686,147286246,147289158,147292447,147306417,147308773,147317702,147324975,147329611,147333585,147338776,147356390,147363243,147363506,147364689,147371677,147372198,147375060,147376619,147382677,147391650,	146819465,146933248,146952556,146954211,146954663,146957045,146959479,146960327,146965413,146967056,146968207,146969775,146973686,146976638,146977101,146978089,146980819,146984461,146990211,146990554,146992550,146994071,147005587,147006398,147012172,147014577,147017700,147019883,147021019,147022385,147023285,147025645,147031525,147043220,147046153,147046929,147048492,147049052,147054284,147055300,147063316,147065374,147069841,147071582,147075585,147081576,147083805,147088494,147090914,147110691,147212994,147234859,147265075,147282955,147286393,147289237,147292508,147306479,147308848,147317904,147325061,147329769,147333752,147338888,147356527,147363282,147363572,147364755,147371836,147372439,147375172,147376712,147382700,147393672,	0	ENSPTRG00000018680	cmpl	cmpl	0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,0,2,0,2,0,1,0,0,1,2,1,1,2,1,0,2,0,2,2,2,2,2,0,1,1,0,	147391650	147393672
217	ENSPTRT00000034506	chr6	+	151399689	151731526	151399689	151731526	9	151399689,151399697,151542459,151597116,151609758,151620325,151675450,151677638,151731242,	151399695,151399746,151542503,151597272,151609838,151620479,151675548,151677796,151731526,	0	ENSPTRG00000018689	incmpl	cmpl	0,0,1,0,0,2,0,2,1,	151731242	151731526
27	ENSPTRT00000034507	chr6	+	151981036	152075634	152033347	152073727	7	151981036,152033258,152040905,152061032,152061397,152062532,152073584,	151981122,152033449,152042406,152061193,152061491,152062613,152075634,	0	ENSPTRG00000018690	cmpl	cmpl	-1,0,0,1,0,1,1,	152073584	152075634
222	ENSPTRT00000056737	chr6	-	156996916	157201240	156997067	157107610	12	156996916,157005196,157041150,157054265,157055713,157062753,157064667,157088112,157088969,157107574,157131390,157201145,	156997280,157005390,157041523,157054351,157055772,157062825,157064741,157088282,157089006,157107627,157131434,157201240,	0	ENSPTRG00000018724	cmpl	cmpl	0,1,0,1,2,2,0,1,0,0,-1,-1,	156996916	156997280
28	ENSPTRT00000034690	chr6	-	164336576	165753901	164336576	165753901	12	164336576,164346397,164367352,164536019,164553906,164777936,164967467,165046843,165198627,165264507,165462036,165753894,	164336689,164346515,164367436,164536169,164553968,164778073,164967583,165046927,165198749,165264748,165462200,165753901,	0	ENSPTRG00000018781	cmpl	cmpl	1,0,0,0,1,2,0,0,1,0,1,0,	164336576	164336689
635	ENSPTRT00000046568	chr7	+	6661029	6673588	6661029	6673588	5	6661029,6661586,6662793,6663451,6671279,	6661387,6661696,6662920,6663565,6673588,	0	ENSPTRG00000028664	cmpl	cmpl	0,1,0,1,1,	6671279	6673588
10	ENSPTRT00000067503	chr7	-	14253498	14945970	14253498	14945903	25	14253498,14281106,14282294,14437166,14443926,14580771,14681630,14688280,14690470,14715304,14721205,14729681,14739271,14782964,14792577,14792777,14795269,14804014,14807994,14811581,14823901,14841369,14859228,14862951,14945833,	14253606,14281167,14282415,14437362,14444017,14580836,14681791,14688370,14690556,14715379,14721279,14729798,14739307,14783063,14792694,14792866,14795387,14804134,14808069,14811631,14824045,14841523,14859249,14863028,14945970,	0	ENSPTRG00000018944	cmpl	cmpl	0,2,1,0,2,0,1,1,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,	14253498	14253606
88	ENSPTRT00000064559	chr7	-	16227960	16571455	16228122	16571455	10	16227960,16359607,16405212,16405749,16424935,16448757,16455811,16526464,16556128,16571198,	16228227,16359739,16405305,16405842,16425033,16448803,16455916,16526614,16556405,16571455,	0	ENSPTRG00000034402	cmpl	cmpl	0,0,0,0,1,0,0,0,2,0,	16227960	16228227
93	ENSPTRT00000035061	chr7	+	21714006	21801494	21714187	21798221	6	21714006,21714614,21715224,21763700,21768545,21797973,	21714194,21714730,21716779,21763929,21768745,21801494,	0	ENSPTRG00000018970	cmpl	cmpl	0,1,0,1,2,1,	21797973	21801494
12	ENSPTRT00000035221	chr7	-	32107813	32666168	32107813	32666168	20	32107813,32130171,32163244,32170132,32177315,32179109,32182539,32191420,32192110,32202197,32204245,32204253,32218761,32228256,32232952,32233976,32235726,32533639,32574203,32666083,	32107983,32130240,32163322,32170363,32177491,32179230,32182621,32191541,32192212,32202325,32204251,32204259,32218902,32228373,32233019,32234159,32235840,32533811,32574254,32666168,	0	ENSPTRG00000019053	cmpl	cmpl	1,1,1,1,2,1,0,2,2,0,0,0,0,0,2,2,2,1,1,0,	32107813	32107983
105	ENSPTRT00000035249	chr7	+	34304743	34558651	34305458	34556057	16	34304743,34305318,34306662,34337349,34366539,34370388,34374740,34447601,34453293,34456594,34459479,34463433,34480270,34487168,34545094,34555875,	34304977,34305591,34306748,34337449,34366622,34370479,34374823,34447701,34453403,34456735,34459584,34463479,34480600,34487505,34545225,34558651,	0	ENSPTRG00000019072	cmpl	cmpl	-1,0,1,0,1,0,1,0,1,0,0,0,1,1,2,1,	34555875	34558651
1086	ENSPTRT00000066596	chr7	+	65731323	65771845	65731323	65771302	6	65731323,65745324,65748615,65752356,65763832,65771152,	65731331,65745361,65748714,65752451,65763890,65771845,	0	ENSPTRG00000019246	incmpl	cmpl	0,2,0,0,2,0,	65771152	65771845
1162	ENSPTRT00000035749	chr7	-	75720184	75753922	75722980	75753731	2	75720184,75753644,	75723637,75753922,	0	ENSPTRG00000019320	cmpl	cmpl	0,0,	75720184	75723637
18	ENSPTRT00000035795	chr7	-	77383993	78845498	77383993	78845498	22	77383993,77445012,77492814,77494315,77500514,77502651,77528919,77536807,77546986,77554612,77565899,77572195,77628590,77718438,77720586,77743886,77866381,77878258,77898503,78006654,78391766,78845197,	77384031,77445151,77492958,77494535,77500686,77502837,77529168,77537000,77547078,77554654,77566089,77572227,77629229,77718621,77720708,77743944,77866461,77878469,77898719,78006774,78391883,78845498,	0	ENSPTRG00000019341	cmpl	cmpl	1,0,0,2,1,1,1,0,1,1,0,1,1,1,2,1,2,1,1,1,1,0,	77383993	77384031
1278	ENSPTRT00000055382	chr7	+	90896154	90900482	90896567	90898499	1	90896154,	90900482,	0	ENSPTRG00000028511	cmpl	cmpl	0,	90896154	90900482
160	ENSPTRT00000035882	chr7	+	91568044	91734436	91568266	91733920	50	91568044,91597920,91604506,91616379,91617117,91618866,91619847,91625081,91636648,91638139,91640031,91640919,91646147,91646723,91653743,91655358,91662257,91664517,91665893,91666515,91668853,91676578,91685125,91686130,91689095,91690291,91693883,91694737,91700690,91701526,91702908,91706362,91707010,91708480,91708658,91709334,91710069,91713222,91716920,91718844,91720513,91721410,91721933,91723511,91724680,91726365,91729444,91731059,91732258,91733882,	91568314,91598178,91604551,91616433,91617288,91619022,91620045,91627469,91636862,91638219,91640170,91641005,91646262,91646922,91653840,91655451,91662611,91664742,91666034,91666619,91669059,91676811,91685288,91686343,91689328,91690411,91694060,91694842,91700843,91701706,91703982,91706503,91707496,91708544,91708780,91709526,91710258,91713367,91717140,91718995,91721182,91721619,91722039,91723694,91724881,91726598,91729530,91731189,91732398,91734436,	0	ENSPTRG00000019389	cmpl	cmpl	0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,2,1,2,1,	91625081	91627469
168	ENSPTRT00000049139	chr7	-	99738542	99766993	99738542	99766993	7	99738542,99750840,99751198,99756198,99757169,99764287,99766600,	99739126,99750938,99751221,99756429,99757265,99764365,99766993,	0	ENSPTRG00000019463	cmpl	cmpl	1,2,0,0,0,0,0,	99738542	99739126
1433	ENSPTRT00000055226	chr7	+	111169669	111204189	111201514	111203641	3	111169669,111178542,111201156,	111170169,111178624,111204189,	0	ENSPTRG00000028417	cmpl	cmpl	-1,-1,0,	111201156	111204189
1475	ENSPTRT00000036325	chr7	+	116699523	116705662	116699523	116705662	2	116699523,116705511,	116699714,116705662,	0	ENSPTRG00000019612	incmpl	cmpl	0,2,	116705511	116705662
23	ENSPTRT00000036343	chr7	+	120581776	121059743	120581776	121059743	6	120581776,121044540,121053126,121054103,121057660,121059565,	120582891,121044703,121053222,121054196,121057908,121059743,	0	ENSPTRG00000019623	cmpl	cmpl	0,2,0,0,0,2,	120581776	120582891
1539	ENSPTRT00000036389	chr7	-	125110008	125129583	125110474	125128932	2	125110008,125127909,	125111293,125129583,	0	ENSPTRG00000019646	cmpl	cmpl	0,0,	125127909	125129583
197	ENSPTRT00000036463	chr7	+	130028943	130176507	130075641	130174612	12	130028943,130075635,130089978,130096212,130108962,130128703,130130015,130131113,130136871,130146872,130163808,130174448,	130029054,130075864,130090093,130096339,130109103,130128862,130130213,130131215,130137029,130146997,130163865,130176507,	0	ENSPTRG00000019683	cmpl	cmpl	-1,0,1,2,0,0,0,0,0,2,1,1,	130174448	130176507
1626	ENSPTRT00000050296	chr7	-	136486418	136539064	136489583	136538805	5	136486418,136488327,136510210,136511127,136538733,	136486704,136489670,136510294,136511241,136539064,	0	ENSPTRG00000019732	cmpl	cmpl	-1,0,0,0,0,	136488327	136489670
