#	gene	chrom	strand	hg19_exon_start	hg19_exon_end	hg18_exon_start	hg18_exon_end	hg18_rec_region_start	hg18_rec_region_end	avg_rec_rate	divergence
280	TRIM44	chr11	+	35827908	35832603	35806358	35811053	35806499	35810883	1.501109429	0.002555366
281	PRR5L	chr11	+	36483892	36486754	36462342	36465204	36459814	36468935	2.872666764	0.00174642
282	LRRC4C	chr11	-	40135749	40137884	40114199	40116334	40105987	40122386	0.768092453	0
283	SHANK2	chr11	-	70313961	70319544	70467856	70473439	68894548	70829221	3.400852987	0.000537249
284	UVRAG	chr11	+	75851755	75855282	76140711	76144238	76128276	76150652	1.575635419	0.00170068
285	THAP12	chr11	-	76061000	76063838	76349956	76352794	76343289	76357349	3.702535688	0
286	CCDC89	chr11	-	85394887	85397320	85683844	85686277	85681293	85689010	2.410006695	0.002054232
287	SLC36A4	chr11	-	92877337	92882010	93144171	93148844	93144263	93148737	3.175805895	0.001069748
288	KDM4E	chr11	+	94758422	94760760	95025258	95027596	95022062	95030508	1.597166557	0.000429
289	ENDOD1	chr11	+	94861541	94865815	95128377	95132651	95126083	95133126	2.58674125	0.001403509
290	DDI1	chr11	+	103907308	103909922	104036580	104039194	104036528	104040109	0.807118135	0.003059273
291	KDM5A	chr12	-	389223	394828	280057	285662	280117	285596	4.368056879	0.001783803
292	KCNA6	chr12	+	4918342	4923944	4809176	4814778	4802087	4818632	2.096376985	0.001784758
293	KCNA5	chr12	+	5153085	5155954	5043919	5046788	5042471	5049073	2.844478597	0.000348432
294	LPAR5	chr12	-	6728001	6730630	6618835	6621464	6611629	6625147	2.834845396	0.002281369
295	LMO3	chr12	-	16701306	16704261	16548372	16551327	16544593	16556416	5.590436044	0.00135318
296	PDE3A	chr12	+	20832964	20837041	20680030	20684107	20473899	20695210	3.623189508	0.001471309
297	ABCD2	chr12	-	39945022	39947933	39551220	39554131	39548205	39562463	1.561800313	0.000686813
298	CNTN1	chr12	+	41463761	41466214	41069959	41072412	41066952	41074714	1.935355727	0.001222494
299	ARID2	chr12	+	46298717	46301823	45904934	45908040	45871519	46026682	6.329181437	0.000321854
300	CCDC184	chr12	+	48577366	48579709	48183583	48185926	48172248	48189181	1.914338397	0.001279863
301	TESPA1	chr12	-	55342087	55344174	54948303	54950390	54932829	54959869	2.001908762	0.000957854
302	FAM19A2	chr12	-	62102029	62104198	61708248	61710417	61696135	61712939	2.769675696	0.000460829
303	PPM1H	chr12	-	63037762	63042416	62643982	62648636	62641090	62713473	1.529760386	0.000214823
304	SRGAP1	chr12	+	64536075	64541643	64142295	64147863	64141691	64151981	1.905365561	0.000897827
305	HMGA2	chr12	+	66357025	66360071	65963245	65966291	65962487	65973907	4.531564809	0.000328192
306	LRRC10	chr12	-	70002344	70004942	69608564	69611162	68346873	70281546	3.52108045	0.00115429
307	BEST3	chr12	-	70047389	70049593	69653609	69655813	68346873	70281546	3.057342	0.002721088
308	KCNMB4	chr12	+	70824265	70828072	70430485	70434292	70430583	70434243	0.746971972	0.000787815
309	ATXN7L3B	chr12	+	74931551	74935232	74537771	74541452	74534312	74541831	1.100080197	0.001357958
310	LIN7A	chr12	-	81186299	81191505	80792520	80797726	80792453	80803125	3.291346205	0.001152295
311	KITLG	chr12	-	88886570	88890958	88492793	88497181	88484427	88499453	3.550316002	0.000911369
312	ATP2B1	chr12	-	89981826	89985072	89588049	89591295	89586017	89613893	3.186862201	0.000615953
313	CHST11	chr12	+	105150727	105155792	104756949	104762014	104756964	104762004	0.55269485	0.000789578
314	TMEM132C	chr12	+	129189635	129192460	128705090	128707915	128705105	128707883	4.747994583	0.003893805
315	GLT1D1	chr12	+	129467474	129469509	128982929	128984964	128979898	128989145	0.82956482	0.002455796
316	ZNF891	chr12	-	133696555	133698610	133119969	133122024	133119539	133124200	1.804461667	0.000972763
317	GJA3	chr13	-	20712394	20717444	20138255	20143305	20052694	20274005	3.403906029	0.000792079
318	PABPC3	chr13	+	25670276	25672705	25096138	25098567	25093792	25106104	0.936499819	0.002470152
319	SERTM1	chr13	+	37269043	37271976	36694906	36697839	36676563	36702932	1.305733084	0.001022495
320	CSNK1A1L	chr13	-	37677397	37679801	37103260	37105664	37094493	37114821	8.550109376	0.002910603
321	COG6	chr13	+	40362472	40365802	39788335	39791665	39787801	39797477	1.354648161	0
322	KBTBD7	chr13	-	41765527	41768711	41191391	41194575	41187628	41197455	1.147523655	0
323	EPSTI1	chr13	-	43460524	43462638	42886388	42888502	42880974	42897783	5.072348391	0
324	SIAH3	chr13	-	46354405	46358192	45780270	45784057	45692196	45894879	3.801305483	0
325	LRCH1	chr13	+	47315777	47319036	46741642	46744901	46679389	46842773	2.648165589	0.000613497
326	LRCH1	chr13	+	47324675	47327176	46750540	46753041	46679389	46842773	3.287701752	0.00039968
327	CAB39L	chr13	-	49882786	49885129	49308650	49310993	49304825	49318020	1.253501913	0.000426621
328	DLEU7	chr13	-	51285162	51287376	50711026	50713240	50706638	50720638	0.552945806	0.001354402
329	FAM124A	chr13	+	51854586	51858377	51280450	51284241	51260766	51320614	2.496447482	0.001582278
330	PCDH17	chr13	+	58205789	58209245	57631655	57635111	57620511	57653995	0.683730792	0.001157073
331	PCDH17	chr13	+	58298746	58303065	57724612	57728931	57721213	57732738	0.838909137	0.000462963
332	PCDH9	chr13	-	66876966	66879160	66302834	66305028	66298595	66315167	1.33218466	0
333	DACH1	chr13	-	72012098	72014824	71437966	71440692	71436918	71441488	4.5455477	0
334	RAP2A	chr13	+	98116459	98120252	97464205	97467998	97372583	97487795	5.210384471	0.000790722
335	FAM155A	chr13	-	107820879	107823134	107168531	107170786	107167060	107173106	2.482684089	0.000886525
336	IRS2	chr13	-	110434389	110438914	109782042	109786567	109780503	109786990	1.354318529	0
337	SOX1	chr13	+	112721913	112726020	112067599	112071706	112067601	112071638	1.231919219	0.001217137
338	MIPOL1	chr14	+	38016110	38020464	37546905	37551259	37546504	37553153	1.190355334	0.000688863
339	CLEC14A	chr14	-	38723205	38725575	38254000	38256370	38231029	38268049	6.353246394	0.002108815
340	L2HGDH	chr14	-	50709152	50713971	50242434	50247253	50230505	50260226	1.846332901	0.000622794
341	TMEM30B	chr14	-	61744088	61748530	61277370	61281812	61272782	61284692	0.975696116	0.000900495
342	ADAM20	chr14	-	70989078	70991650	70522361	70524933	70516021	70525208	9.402230479	0
343	RGS6	chr14	+	73029125	73033238	72562417	72566530	72557019	72570193	1.933446174	0.001215362
344	MAGEL2	chr15	-	23888696	23892993	23643549	23647846	23640660	23662046	1.003029292	0
345	GABRB3	chr15	-	26788693	26793281	26543546	26548134	26516499	26553458	6.947766578	0.00087165
346	KLF13	chr15	+	31664213	31670102	31372010	31377899	31372056	31377899	1.174879628	0
347	BMF	chr15	-	40380091	40384089	40087890	40091888	40081496	40112102	2.956219878	0.00100025
348	WDR72	chr15	-	53805938	53809951	53513741	53517754	53503548	53518837	4.023914875	0
349	UNC13C	chr15	+	54304845	54308083	54012648	54015886	54012017	54017425	1.048490669	0.000308737
350	RAB27A	chr15	-	55495164	55497903	55202966	55205705	55200654	55207510	4.902971872	0.001094891
351	C15orf59	chr15	-	74027772	74032983	73735431	73740642	73713587	73759301	4.575507238	0.00076746
352	RPP25	chr15	-	75247443	75249775	74955102	74957434	74949700	74962981	4.763089783	0.001285898
353	TSPAN3	chr15	-	77336359	77339269	77044017	77046927	77038412	77047806	2.902493983	0.000687049
354	LINGO1	chr15	-	77905366	77908242	77613024	77615900	77609673	77617221	1.657813387	0.000347584
355	TMED3	chr15	+	79703742	79706228	79411400	79413886	79409622	79415160	0.682036672	0.002010454
356	SAXO2	chr15	+	82574460	82577268	82282119	82284927	82282129	82284920	1.773874316	0.000355999
357	CHSY1	chr15	-	101715928	101719185	101175723	101178980	101175393	101180716	5.837918162	0.00092081
358	FLYWCH1	chr16	+	2998689	3001209	2948688	2951208	2946496	2954791	2.963094935	0.002380008
359	ADCY9	chr16	-	4012650	4016967	3962649	3966966	3955511	3967840	2.822278744	0.001853139
360	C16orf72	chr16	+	9210525	9213555	9116668	9119698	9087715	9161322	1.665397296	0.000989772
361	SNX29	chr16	+	12662363	12668146	12568506	12574289	12567302	12574841	2.073782485	0.003804254
362	CPPED1	chr16	-	12753656	12758972	12659799	12665115	12659821	12665109	1.003556686	0.002445448
363	SHISA9	chr16	+	13002336	13005507	12908479	12911650	12904113	12920117	3.531106929	0.000945776
364	SHISA9	chr16	+	13328887	13334273	13235030	13240416	13235038	13240411	1.616241548	0.000742666
365	ANKS4B	chr16	+	21261052	21263750	21249731	21252429	21247862	21252612	5.903535739	0.002964061
366	HS3ST4	chr16	+	26146933	26149009	26135612	26137688	26132825	26140283	1.434468046	0.002407318
367	C16orf82	chr16	+	27078219	27080487	27066898	27069166	27063474	27072259	0.919803254	0.001762891
368	GSG1L	chr16	-	27798850	27802788	27787529	27791467	27787658	27791410	2.60060152	0.000761615
369	FTO	chr16	+	54145674	54148379	54111762	54114467	54109693	54117978	2.26726199	0.002217295
370	LOC729159	chr16	-	60391583	60393697	60357679	60359793	60351716	60361987	0.6164534	0
371	CYB5B	chr16	+	69496333	69500167	69462430	69466264	68706750	70641423	1.759820891	0.001043025
372	CRK	chr17	-	1324647	1326944	1421353	1423650	1410721	1453256	2.894307856	0
373	RTN4RL1	chr17	-	1837971	1841102	1934677	1937808	1934714	1937742	3.176388696	0.001596934
374	UBE2G1	chr17	-	4172512	4175811	4269217	4272516	4263838	4273878	2.867374125	0.000606061
375	GLP2R	chr17	+	9792687	9795420	9889370	9892103	9887161	9894806	8.123446855	0.000731797
376	HS3ST3A1	chr17	-	13397349	13400135	13494032	13496818	13480741	13579107	0.997089851	0.000717618
377	ARHGAP23	chr17	+	36666180	36668628	38509944	38512392	38506704	38513196	2.724817954	0.00122499
378	SRCIN1	chr17	-	36686259	36689666	38530024	38533431	38524926	38535770	2.092340528	0.000880282
379	EPOP	chr17	-	36827956	36831187	38671703	38674934	38648029	38678829	0.896703421	0
380	KIF2B	chr17	+	51900239	51902573	53822878	53825212	53817389	53830408	1.999999818	0.001713062
381	YPEL2	chr17	+	57474462	57479095	59397101	59401734	59395507	59405271	3.004599719	0.001510574
382	PECAM1	chr17	-	62396775	62401205	64319415	64323845	64319544	64323823	2.836741358	0.002031144
383	CDC42EP4	chr17	-	71279763	71282751	73283624	73286612	73273632	73287650	3.970976842	0.00234192
384	SDK2	chr17	-	71330523	71335079	73334384	73338940	73331759	73340653	2.173599787	0.001536098
385	BIRC5	chr17	+	76219546	76221716	78223465	78225635	78221088	78230433	2.436949091	0.001842469
386	FOXK2	chr17	+	80559179	80562483	82601303	82604607	82600428	82605509	1.667221597	0.001210287
387	YES1	chr18	-	721592	724632	721592	724632	718021	730271	1.879167341	0.001973035
388	RAB31	chr18	+	9859225	9862553	9859228	9862556	9858025	9862818	1.775895217	0.001201562
389	MC2R	chr18	-	13882043	13885645	13882044	13885646	13882155	13885614	6.247921885	0.001387732
390	ANKRD29	chr18	-	21178890	21181273	23598926	23601309	23588429	23614077	1.457396496	0.002516779
391	SETBP1	chr18	+	42529846	42533305	44949881	44953340	44947368	44961166	1.229352546	0.001156069
392	SMAD7	chr18	-	46446223	46448280	48919853	48921910	48826389	48942644	3.179023351	0.000485909
393	WDR7	chr18	+	54694235	54697036	57027004	57029805	57022005	57034580	3.446917035	0.000357015
394	BOD1L2	chr18	+	54814293	54817639	57147062	57150408	57143739	57152334	2.091150791	0.000896325
395	ALPK2	chr18	-	56202066	56205456	58534834	58538224	58534551	58540084	3.703183605	0.000589797
396	TNFRSF11A	chr18	+	60051984	60054943	62384751	62387710	62380158	62391429	1.82224308	0.001013514
397	BCL2	chr18	-	60790579	60795992	63123346	63128759	63121820	63131888	2.872853921	0.001847063
398	ZNF407	chr18	+	72775106	72777628	75063150	75065672	75053160	75094998	0.902849315	0.000792707
399	TSHZ1	chr18	+	72997403	73001905	75285448	75289950	75277435	75295988	1.019969128	0.001554519
400	GNG7	chr19	-	2511218	2515145	2511220	2515147	2502488	2616204	3.591809287	0.001273237
401	FEM1A	chr19	+	4791728	4795571	4791716	4795559	4788884	4796805	5.26551039	0.002862347
402	ZNF506	chr19	-	19903520	19906469	19792711	19795660	19678337	20084067	1.90151468	0.001694915
403	ZNF682	chr19	-	20115227	20118084	20004418	20007275	19678337	20084067	3.121956301	0
404	ZNF429	chr19	+	21719082	21723470	21536280	21540668	21529220	21615010	4.022783855	0.000227842
405	ZNF100	chr19	-	21906843	21910791	21724041	21727989	21559740	21768613	6.469511184	0.000759686
406	ZNF43	chr19	-	21987751	21992609	21804949	21809807	21800705	21813097	3.413276713	0.000411692
407	ZNF676	chr19	-	22361903	22364388	22179101	22181586	22172360	22185540	1.612735416	0.001206758
408	ZNF729	chr19	+	22496473	22499978	22313671	22317176	22253009	22442834	2.096399789	0.001141227
409	ZNF254	chr19	+	24309056	24312770	24126254	24129968	24069562	24153165	6.117595882	0
410	ZNF536	chr19	+	30934468	30936639	30443561	30445732	30440291	30451718	1.360246183	0.00092081
411	TSHZ3	chr19	-	31765851	31770658	31274945	31279752	31272919	31280276	0.931720095	0.000831947
412	ZNF599	chr19	-	35248979	35251464	34758074	34760559	34747849	34773718	2.771242383	0.001206758
413	FFAR2	chr19	+	35940617	35942669	35449715	35451767	35446735	35453637	2.871421703	0.00243546
414	ZNF146	chr19	+	36726561	36729676	36235659	36238774	36232856	36242703	3.619629737	0.001283697
415	ZNF566	chr19	-	36936021	36940903	36445119	36450001	36445128	36449998	1.042989358	0.001228753
416	ZNF345	chr19	+	37367687	37370477	36876785	36879575	36876790	36879548	2.295763809	0.001791473
417	ZNF781	chr19	-	38158650	38161457	37667749	37670556	37662009	37704632	1.690969394	0.000356125
418	ZNF233	chr19	+	44777052	44779470	44272899	44275317	43861337	44283160	2.304557021	0.001653576
419	ZNF235	chr19	-	44790501	44793349	44286348	44289196	44284552	44290494	4.111618129	0.000351124
420	ZNF112	chr19	-	44830706	44834089	44326553	44329936	44322824	44338836	4.907794427	0.001477541
421	CCDC8	chr19	-	46913586	46916919	46410329	46413662	46405909	46421830	2.893767139	0.00120012
422	ARHGAP35	chr19	+	47421933	47425613	46918676	46922356	46913645	46923700	2.478741491	0.000543331
423	FPR3	chr19	+	52326992	52329443	51823739	51826190	51822772	51827765	1.161321902	0.000408163
424	ZNF841	chr19	-	52567719	52570863	52064466	52067610	52060407	52068505	4.132719518	0.000953895
425	ZNF667	chr19	-	56950693	56954110	56439324	56442741	56437745	56442932	4.097490193	0.001462844
426	ZNF71	chr19	+	57132636	57135550	56621268	56624182	56619167	56644370	4.385815128	0.000686106
427	ZCCHC3	chr20	+	278204	280965	297563	300321	295559	307373	2.49247036	0
428	STK35	chr20	+	2124430	2129201	2143784	2148555	2138435	2161299	1.627642042	0.000628667
429	BMP2	chr20	+	6758892	6760927	6778245	6780280	6774508	6781460	2.661966903	0
430	PLCB1	chr20	+	8862269	8865547	8881622	8884900	8868209	8898843	6.72196076	0.000609942
431	RALGAPA2	chr20	-	20370272	20373897	20389628	20393253	20212307	20452113	1.991251567	0.002482074
432	THBD	chr20	-	23026270	23030301	23045633	23049664	23044033	23052026	2.432151057	0
433	TGIF2	chr20	+	35219313	35222355	36590910	36593952	36587121	36599471	1.74825338	0.000985869
434	RPRD1B	chr20	+	36718128	36720766	38089726	38092364	38088880	38094351	1.265732133	0.000378931
435	MAFB	chr20	-	39314488	39317880	40685848	40689240	40684500	40690808	0.756221186	0.000589449
436	ZHX3	chr20	-	39830697	39833706	41202057	41205066	41199058	41212451	2.291449045	0.001993355
437	PARD6B	chr20	+	49366196	49370278	50749659	50753741	50746472	50773771	2.373358525	0.000244918
438	NFATC2	chr20	-	50003494	50007988	51386957	51391451	51383850	51392065	4.476644819	0.000222469
439	OLIG1	chr21	+	34442450	34444728	33070144	33072422	33064064	33077128	2.768454111	0.001316367
440	MN1	chr22	-	28144265	28147084	27748277	27751096	27745429	27752431	1.799319731	0.00141844
441	MN1	chr22	-	28192751	28197486	27796763	27801498	27792215	27811333	1.446557756	0
442	TCF20	chr22	-	42605657	42611347	42209651	42215341	42207770	42228656	5.017411583	0.000527148
443	CELSR1	chr22	-	46929524	46933067	46533627	46537170	46532839	46537509	0.567302848	0.001975169
444	TBC1D22A	chr22	+	47569141	47571342	47173498	47175699	47169490	47192657	2.041531961	0.004995459
